SeqName,CAS1_C0,CAS2_C0,CAS3_C0,CAS1_T0,CAS2_T0,CAS3_T0
TRINITY_DN55642_c0_g1,0,0,0,0,0,0
TRINITY_DN55643_c0_g1,10.18,1.9,0,0,1.94,0
TRINITY_DN55648_c0_g1,0,3.99,0,8.25,11.5,12.26
TRINITY_DN5564_c0_g1,268.68,261.53,363.2,147.36,151.76,380.39
TRINITY_DN55653_c0_g1,17.51,0,0,0,0,0
TRINITY_DN55653_c0_g2,10.66,1.6,4.17,0,12.61,8.41
TRINITY_DN55653_c0_g3,0,0,0,0,0,0
TRINITY_DN5565_c0_g1,1241.7,1014.17,716.55,602.8,476.89,837.39
TRINITY_DN55662_c0_g1,21.79,42.84,45.39,8.61,32.46,23.44
TRINITY_DN55665_c0_g1,37.01,41.24,7.84,12.17,22.29,16.55
TRINITY_DN55666_c0_g1,0,0,0,0,0,0
TRINITY_DN55668_c0_g1,2.66,2.4,1.25,5.16,0,2.51
TRINITY_DN5566_c0_g1,38.91,50.03,82.85,21.42,46.9,84.74
TRINITY_DN55670_c0_g2,0,0,0,0,0,0
TRINITY_DN55671_c0_g1,0,1.6,0,0,0,0
TRINITY_DN55672_c0_g1,0,0,0,0,0,0
TRINITY_DN55672_c1_g1,0,0,0,0,0,0
TRINITY_DN55672_c2_g1,0,0,0,5.52,0,0
TRINITY_DN55674_c0_g1,0,0,0,0,0,0
TRINITY_DN55680_c0_g1,0,0,0,0,0,0
TRINITY_DN55684_c0_g1,9.51,0,3.75,0,7.74,0
TRINITY_DN55686_c0_g1,0,17.68,10.26,13.35,20.96,19.78
TRINITY_DN55687_c0_g1,0,0,0,4.51,0,0
TRINITY_DN55689_c0_g1,0,13.48,27.12,16.85,13.88,25.41
TRINITY_DN55694_c0_g1,0,0,0,0,0,0
TRINITY_DN55698_c0_g1,83.34,68.6,64.66,56.5,40.93,115.79
TRINITY_DN55698_c1_g1,0,0,0,0,0,0
TRINITY_DN55699_c0_g1,0,0,0,0,0,0
TRINITY_DN55699_c0_g2,0,0,0,0,0,0
TRINITY_DN5569_c0_g2,20.27,19.87,13.43,7,10.23,13.06
TRINITY_DN5569_c0_g3,118.17,1005.18,519.72,286.47,624.17,629.52
TRINITY_DN5569_c5_g1,84.58,73.2,49.56,51.69,42.92,66.13
TRINITY_DN556_c0_g1,199.89,740.85,31.71,45.05,195,132.61
TRINITY_DN556_c0_g2,694.25,981.61,511.96,715.92,501.61,596.59
TRINITY_DN556_c0_g3,117.02,94.67,86.36,65.58,46.23,75.61
TRINITY_DN556_c0_g4,220.73,105.15,109.72,78.76,75.71,121.25
TRINITY_DN55700_c0_g1,60.61,60.02,33.62,4.04,37.61,34.09
TRINITY_DN55707_c0_g1,0,1.7,0,0,0,0
TRINITY_DN55708_c0_g1,0,0,0,0,0,0
TRINITY_DN5570_c0_g1,5.52,0.9,3.17,0.77,0.44,3.94
TRINITY_DN5570_c1_g1,0,11.78,0,0,0,0
TRINITY_DN5570_c1_g2,5.52,0,2.5,0,0,13.06
TRINITY_DN5570_c1_g3,0,0,0,18.16,0,0
TRINITY_DN55710_c0_g1,0,0,0,0,0,0
TRINITY_DN55712_c0_g1,0,0,0,0,0,0
TRINITY_DN55714_c0_g1,547.35,272.81,319.73,155.55,180.02,547.55
TRINITY_DN55715_c0_g1,0,0,0,0,0,0
TRINITY_DN55717_c0_g1,0,0,0,0,0,0
TRINITY_DN55718_c0_g1,0,0,0,0,0,0
TRINITY_DN55719_c0_g1,0,0,0,0,0,0
TRINITY_DN5571_c0_g1,1.05,0,0,0,0.61,0.27
TRINITY_DN55724_c0_g1,0,0,0,0,0,0
TRINITY_DN55727_c0_g1,0,0,0,0,0,0
TRINITY_DN55728_c0_g1,0,0,0,0,0,0
TRINITY_DN55728_c0_g2,0,0,0,0,0,0
TRINITY_DN55728_c0_g5,0,0,0,0,0,0
TRINITY_DN55729_c0_g1,0,0.8,0,0,0,0
TRINITY_DN5572_c0_g1,5.14,4.69,3.17,4.15,1.66,0.81
TRINITY_DN55733_c0_g1,0,0,0,0,0,0
TRINITY_DN55734_c0_g1,0,0,0,0,3.43,0
TRINITY_DN55737_c1_g1,0,0,0,0,0,0
TRINITY_DN5573_c0_g1,1.62,2.2,3.5,1.54,0,0
TRINITY_DN55743_c0_g1,1.33,22.47,2.67,0,8.24,0.45
TRINITY_DN55743_c0_g2,3.14,0,1.42,0.77,2.99,6.62
TRINITY_DN55743_c0_g4,2.95,3.3,5.42,0.71,6.25,1.34
TRINITY_DN55744_c0_g1,0,0,0,0,0,0
TRINITY_DN5574_c0_g1,1.05,2.9,3.84,0,1.99,0
TRINITY_DN5574_c0_g2,2.85,4.19,0.5,0.53,6.47,1.61
TRINITY_DN5574_c0_g3,107.22,57.52,30.29,50.45,44.85,46.98
TRINITY_DN5574_c1_g1,42.53,43.14,77.18,73.12,34.34,64.7
TRINITY_DN5574_c4_g2,31.21,21.77,16.27,8.96,7.85,17.72
TRINITY_DN55753_c0_g1,0,0,0,0,0,0
TRINITY_DN55754_c0_g1,0,0,0,28.72,0,0
TRINITY_DN55754_c0_g2,0,0,0,0,0,0
TRINITY_DN55755_c0_g1,50.43,114.84,13.6,137.15,69.68,4.38
TRINITY_DN55755_c2_g1,4.47,0,0,4.21,0,0
TRINITY_DN55757_c0_g1,0,0,0,0,0,0
TRINITY_DN55758_c0_g1,0,0.9,0,0,0,1.25
TRINITY_DN55759_c0_g1,0,0,0,0,0,0
TRINITY_DN5575_c0_g1,894.24,520.46,398.74,476.33,364.73,462
TRINITY_DN55762_c0_g1,0.76,0,0,0,0,0
TRINITY_DN5576_c0_g1,136.53,140.2,92.78,79.82,96.12,204.74
TRINITY_DN5576_c0_g2,18.93,13.48,36.04,51.75,5.09,52.35
TRINITY_DN5576_c2_g1,24.74,20.67,29.54,10.39,9.29,29.26
TRINITY_DN55774_c0_g1,0,0,0,0,0,0
TRINITY_DN55780_c0_g1,0,0,0,0,0,0
TRINITY_DN55784_c0_g1,0.19,0.2,0,0.77,0.17,0
TRINITY_DN55786_c0_g1,0,0,0,0,0,0
TRINITY_DN55788_c0_g1,25.97,17.28,5.42,5.93,10.51,9.13
TRINITY_DN55789_c0_g1,0,0,0,0,0,0
TRINITY_DN55797_c0_g1,0,0.7,0,0,0.77,0
TRINITY_DN557_c0_g2,0.67,0,1.25,5.1,2.49,2.51
TRINITY_DN5580_c0_g1,674.94,1230.96,1416.9,957.05,881.06,1325.79
TRINITY_DN5580_c0_g3,266.59,886.85,545.5,1292.61,285.87,507.64
TRINITY_DN5580_c1_g1,0,4.39,0,0,0,0
TRINITY_DN5580_c1_g2,7.61,0,0,0,0,0
TRINITY_DN5580_c2_g1,146.9,209.5,460.82,653.13,263.31,85.81
TRINITY_DN55813_c1_g1,0,0,0,28.55,0,0
TRINITY_DN55815_c0_g1,0,0,0,0,0,0
TRINITY_DN55816_c0_g1,7.04,25.76,0,0,0,0
TRINITY_DN55817_c0_g2,0,0,0,0,0,0
TRINITY_DN55818_c0_g1,0,0,0,0,0,0
TRINITY_DN5581_c1_g1,13.61,11.58,17.6,0.89,9.46,12.89
TRINITY_DN5581_c3_g2,2.28,3.59,1.42,1.07,2.21,0
TRINITY_DN5581_c4_g1,13.03,47.03,6.93,5.58,23.78,5.73
TRINITY_DN55821_c0_g1,0,0,0,0,0,0
TRINITY_DN55821_c0_g2,0,0,0,0,0,0
TRINITY_DN55822_c0_g1,19.79,11.78,5.01,10.39,15.87,15.75
TRINITY_DN5582_c0_g1,0,0,1.67,0.24,3.15,4.74
TRINITY_DN5582_c1_g1,53.47,35.55,36.21,27.06,44.46,64.7
TRINITY_DN5582_c1_g2,179.82,143.6,109.22,80.89,102.09,132.53
TRINITY_DN55833_c0_g1,0,0,0,0,0,0
TRINITY_DN55839_c0_g1,0,0,0,0,0,0
TRINITY_DN5583_c0_g1,2.19,0.7,2.25,2.26,1,0.81
TRINITY_DN5583_c2_g1,1.14,0.4,0,0.36,1.49,0.36
TRINITY_DN55847_c0_g1,0,0,0,0,0,0
TRINITY_DN5584_c0_g1,5.33,9.39,22.03,1.84,6.19,26.04
TRINITY_DN5584_c0_g2,12.84,14.68,9.85,7.54,10.07,11.63
TRINITY_DN55850_c0_g1,0,0,0,0,0,0
TRINITY_DN55851_c0_g1,0,131.11,0,47.18,12.78,0
TRINITY_DN5585_c0_g1,174.4,134.11,73.01,94.07,95.01,139.15
TRINITY_DN55866_c0_g1,0,0,0,0,0,0
TRINITY_DN55866_c1_g1,0,0,0,0,0,0
TRINITY_DN55867_c0_g1,0,0,0,0,0,0
TRINITY_DN55867_c0_g2,0,0,0,0,0,0
TRINITY_DN55868_c0_g1,1072.92,284.6,378.38,132.94,353.29,1013.04
TRINITY_DN55868_c0_g3,0,0,0,0,0,0
TRINITY_DN5586_c0_g1,51.09,58.62,71.59,56.92,52.21,52.17
TRINITY_DN55870_c0_g1,2.76,15.28,0,0,7.91,0
TRINITY_DN5587_c0_g1,0,0,0,0,0,17.27
TRINITY_DN55881_c0_g1,0,0,0,0,0,2.15
TRINITY_DN55882_c0_g1,0,1.5,6.09,0,4.7,6.26
TRINITY_DN55883_c0_g1,0,0,0,0,0,0
TRINITY_DN5588_c0_g1,413.68,276.81,156.11,196.03,209.27,306.3
TRINITY_DN55890_c0_g1,0,3.2,6.42,0,0,10.02
TRINITY_DN55890_c0_g2,0,0,0,0,0,0
TRINITY_DN55891_c0_g1,0,40.84,0,12.11,11.95,6
TRINITY_DN5589_c0_g1,118.26,70.9,69.92,52.52,55.42,93.87
TRINITY_DN55901_c0_g1,182.48,64.81,29.04,32.7,53.09,21.66
TRINITY_DN5590_c0_g1,0,7.79,0,3.09,103.75,3.04
TRINITY_DN55910_c0_g1,0,15.38,2.25,0,2.49,0
TRINITY_DN55915_c0_g1,0,0,0,0,0,0
TRINITY_DN55917_c0_g1,0,0,0,0,0,0
TRINITY_DN55917_c0_g2,0,0,0,0,0,0
TRINITY_DN5591_c0_g1,297.98,246.85,705.78,313.06,161.1,858.59
TRINITY_DN55920_c0_g1,0,0,0,2.14,0,0
TRINITY_DN55923_c0_g1,2,0,0,0,0,0
TRINITY_DN55925_c0_g1,0,0,0,0,0,0
TRINITY_DN55928_c1_g2,187.43,127.82,150.35,232.29,162.37,124.2
TRINITY_DN55929_c0_g1,0,0,0,0,0,0
TRINITY_DN5592_c0_g1,1.52,1,5.67,0.71,1,0
TRINITY_DN5592_c3_g2,37.39,22.27,27.7,27.66,11.78,31.68
TRINITY_DN55932_c1_g1,0,0,0,0,16.26,0
TRINITY_DN55935_c0_g2,0,0,0,0,0,0
TRINITY_DN5593_c0_g1,301.6,154.38,122.65,111.04,88.38,176.64
TRINITY_DN55943_c0_g1,10.56,13.28,7.51,7.48,8.46,5.37
TRINITY_DN55946_c2_g1,0,0,0,0,0,0
TRINITY_DN55946_c2_g2,0,0,0,0,0,0
TRINITY_DN55949_c0_g1,1.24,0,0,0,0,0
TRINITY_DN5594_c0_g1,117.02,36.45,48.64,72.4,18.03,29.26
TRINITY_DN5594_c1_g1,0,0,0.33,0,0,0
TRINITY_DN55953_c0_g1,30.64,12.58,7.76,8.61,19.02,19.42
TRINITY_DN55955_c0_g1,0,11.18,0,3.92,21.96,7.7
TRINITY_DN55956_c0_g1,53.95,91.17,10.51,0,7.24,32.66
TRINITY_DN55956_c0_g2,332.81,235.37,76.84,58.81,65.59,258.88
TRINITY_DN55958_c0_g1,0,0,0,0,0,0
TRINITY_DN55959_c0_g2,0,2.7,0,2.85,0,8.41
TRINITY_DN55960_c0_g1,67.93,38.35,16.52,95.85,17.09,48.68
TRINITY_DN55964_c0_g1,0,0,0,0,0,0
TRINITY_DN55968_c0_g1,6.18,5.69,8.51,3.98,2.6,7.61
TRINITY_DN5596_c1_g1,0,0.6,0,0,0,0
TRINITY_DN55971_c0_g1,0,0,0,0,0,0
TRINITY_DN55974_c0_g2,0,0,0,0,0.28,0
TRINITY_DN55977_c0_g1,0,0,0,0,0,0
TRINITY_DN55986_c0_g1,0,0,0,0,0,0
TRINITY_DN55987_c0_g1,0,0,0,10.21,0,0
TRINITY_DN55987_c0_g2,3.71,7.89,1.17,2.37,0,16.46
TRINITY_DN55988_c0_g1,2.19,0,2,0,0,4.12
TRINITY_DN55988_c3_g1,3.43,0,0,0,0,0
TRINITY_DN5598_c2_g1,4.76,7.69,2.17,0,3.43,4.56
TRINITY_DN55991_c0_g1,0,0,0,5.16,0,0
TRINITY_DN55993_c0_g1,0,0,0,0,0,0
TRINITY_DN55993_c0_g2,0,0,0,0,0,0
TRINITY_DN5599_c0_g1,814.99,495.2,538.83,559.3,450.73,766.43
TRINITY_DN559_c0_g1,159.27,127.82,142.76,130.15,97,140.85
TRINITY_DN559_c1_g1,90.67,40.84,2.42,56.74,27.54,3.67
TRINITY_DN559_c4_g1,1.14,0,0,0,0,0
TRINITY_DN559_c4_g3,0,2.4,0,0,0,0
TRINITY_DN55_c0_g1,7506.89,12056.85,5832.66,9284.62,6042.58,6746.34
TRINITY_DN55_c4_g1,55.56,0.5,0,1.6,2.6,0
TRINITY_DN56001_c0_g1,0,0,0,0,0,0
TRINITY_DN56002_c0_g1,0,0,0,0,0,0
TRINITY_DN56005_c0_g1,2.09,1,3.92,1.96,11.28,12.26
TRINITY_DN56009_c0_g1,0,208.8,0,0,78.59,0
TRINITY_DN5600_c0_g1,120.93,54.12,30.62,80.77,44.91,74.63
TRINITY_DN56011_c0_g1,0,0,0,0,0,0
TRINITY_DN56012_c0_g1,0.86,3.79,3.84,1.6,1.16,2.15
TRINITY_DN56016_c0_g1,2.09,3.4,1,1.01,1,2.51
TRINITY_DN56017_c1_g1,0,0,0,5.99,0,0
TRINITY_DN56018_c0_g1,18.74,9.89,15.35,26.05,39.54,46.89
TRINITY_DN56018_c0_g2,15.89,6.69,0,3.03,2.99,2.95
TRINITY_DN56021_c0_g1,0,0,0,0,0,0
TRINITY_DN56023_c0_g1,0,0,0,0,0,0
TRINITY_DN56029_c0_g1,0,0,0,0,0,0
TRINITY_DN5602_c0_g1,0,0.7,0,0,0,1.52
TRINITY_DN56030_c1_g1,7.04,1.8,0,0,6.58,3.22
TRINITY_DN56030_c2_g1,37.96,11.98,13.6,20.53,10.9,17.18
TRINITY_DN56036_c0_g1,0,3.69,0,5.46,0,0
TRINITY_DN56038_c0_g1,0,0,0,0,0,0
TRINITY_DN5603_c0_g1,6.28,3,7.68,0,3.32,4.03
TRINITY_DN5603_c3_g1,29.87,8.79,13.77,16.74,4.81,28.28
TRINITY_DN5603_c6_g1,0,0,0,0,0,0
TRINITY_DN5604_c0_g1,0,0,0,0,0,0
TRINITY_DN5604_c0_g2,289.61,201.71,225.03,299.95,178.58,444.38
TRINITY_DN5604_c1_g1,152.61,127.32,40.13,9.14,71.34,70.16
TRINITY_DN56053_c0_g1,0,0,0,0,0,0
TRINITY_DN5605_c1_g1,0,0,0,0,0,4.12
TRINITY_DN5605_c3_g1,179.91,86.08,61.24,53.47,65.15,137.09
TRINITY_DN56065_c0_g1,0,0,0,0,0,0
TRINITY_DN56069_c0_g1,11.23,1.1,0,3.56,0,1.16
TRINITY_DN5606_c0_g1,0,0,0,0,0,0
TRINITY_DN56079_c0_g1,0,0,0,0,0,0
TRINITY_DN5607_c0_g1,1.62,0.4,0.75,1.19,0.77,0
TRINITY_DN5607_c1_g1,19.79,4.89,4.92,17.21,8.52,5.1
TRINITY_DN56083_c0_g1,0,0,0,0,0,0
TRINITY_DN56083_c0_g2,0,0,0,0,0,0
TRINITY_DN56083_c0_g3,0,0,0,0,0,0
TRINITY_DN5608_c0_g1,13.22,35.95,35.38,24.81,36.83,43.31
TRINITY_DN5608_c3_g2,4.76,5.79,0,0,1.49,0
TRINITY_DN5609_c1_g1,1.52,4.49,2.84,7.3,3.32,4.47
TRINITY_DN560_c0_g1,0.76,1.6,1.33,0.71,1,0.72
TRINITY_DN56109_c0_g1,14.46,3.59,21.86,2.55,3.76,9.93
TRINITY_DN56112_c0_g1,0,0,0.33,0.71,0.33,0
TRINITY_DN56114_c0_g1,0,0.9,0,2.02,0,0.45
TRINITY_DN56118_c0_g1,0,0,0,3.8,0,0
TRINITY_DN5611_c0_g1,0,0.9,0,0,0,0
TRINITY_DN56123_c1_g1,0,22.97,22.94,13.71,13.55,10.2
TRINITY_DN56125_c0_g1,0,0,0,0,0,0
TRINITY_DN5612_c0_g1,134.05,137.81,92.45,103.92,53.53,139.24
TRINITY_DN56130_c0_g1,4.47,16.38,4.09,8.49,12.61,0
TRINITY_DN56131_c0_g1,0,0,0,0,0,0
TRINITY_DN56134_c0_g1,17.41,70.8,1.92,23.98,70.18,104.96
TRINITY_DN56137_c0_g1,0,0,0,0,0,0
TRINITY_DN5613_c0_g1,0,0,0,0,0,0
TRINITY_DN56142_c1_g1,110.08,361.79,869.4,6.47,127.97,2283.62
TRINITY_DN56143_c0_g1,0,0,0,0,0,0
TRINITY_DN5614_c0_g1,2.09,1.5,12.35,37.03,0.77,12.17
TRINITY_DN5614_c1_g1,0,1.5,1.5,1.6,3.15,0
TRINITY_DN56150_c0_g4,3.81,5.59,8.51,6.65,3.98,6.98
TRINITY_DN56158_c0_g1,0,0,0,0,0,0
TRINITY_DN56158_c0_g2,0,0,0,29.79,0,0
TRINITY_DN5615_c0_g2,1704.37,22.07,9.6,649.09,31.03,17.81
TRINITY_DN56166_c0_g1,35.3,41.94,5.92,6.23,6.14,12.35
TRINITY_DN56168_c0_g1,0,0,0,0,0,0
TRINITY_DN5616_c0_g2,7.99,15.58,7.84,0,10.07,16.11
TRINITY_DN56173_c0_g1,0,0,0,0,0,0
TRINITY_DN56177_c0_g1,0,0,0,0,0,0
TRINITY_DN56179_c0_g1,163.26,61.41,25.28,90.33,73.61,137.63
TRINITY_DN5617_c0_g1,162.79,165.17,128.91,113.59,108.18,151.94
TRINITY_DN5617_c1_g1,6.47,17.77,40.72,55.13,12.11,73.29
TRINITY_DN56187_c0_g1,0,0,0,0,0,0
TRINITY_DN5618_c0_g1,325.2,88.67,101.04,145.7,92.25,109.89
TRINITY_DN56193_c1_g1,25.69,7.79,7.59,0,31.74,8.05
TRINITY_DN5619_c0_g1,504.44,375.67,272.42,181.55,259.54,272.3
TRINITY_DN561_c0_g1,123.87,83.18,52.56,60.24,66.25,72.21
TRINITY_DN56200_c0_g1,0,0,0,0,0,6.26
TRINITY_DN56204_c0_g1,0,0,0,0,0,0
TRINITY_DN56205_c0_g1,0,0,0,0,0,0
TRINITY_DN5620_c0_g1,1.81,1.1,4.26,1.72,0,1.7
TRINITY_DN5620_c1_g1,0,0,0,0,0,0
TRINITY_DN56210_c0_g1,0,0,0,0,0,0
TRINITY_DN56213_c0_g1,0,0,0,0,0,0
TRINITY_DN56214_c0_g1,29.4,20.07,23.2,0,31.03,52.26
TRINITY_DN5621_c0_g1,397.12,174.95,120.31,150.57,111.83,198.21
TRINITY_DN56225_c0_g1,0,0,0,0,0,0
TRINITY_DN56230_c0_g1,0,0,0,0,0,0
TRINITY_DN56235_c0_g1,24.93,15.28,10.18,5.52,11.23,21.3
TRINITY_DN5623_c0_g1,0,0,0,0,0,0
TRINITY_DN5623_c0_g2,0,0,0,0,0,0
TRINITY_DN5623_c1_g2,0,0,0,203.03,0,0
TRINITY_DN56242_c0_g1,0,0,0,0,0,0
TRINITY_DN5624_c0_g1,52.52,94.77,26.95,20,55.97,37.23
TRINITY_DN5624_c0_g2,89.43,61.41,86.11,41.31,29.75,107.29
TRINITY_DN5624_c0_g3,49.66,1,2,17.45,0,0
TRINITY_DN56257_c0_g2,0,0,0,1.25,3.65,4.92
TRINITY_DN56266_c0_g1,0,0,0,0,0,0
TRINITY_DN56266_c1_g1,0,0,0,0,0,0
TRINITY_DN56274_c0_g1,0,0,0,0,0,0
TRINITY_DN5627_c0_g1,213.78,149.09,95.87,108.79,107.51,108.28
TRINITY_DN56287_c0_g1,108.27,132.11,15.1,168.37,70.85,39.82
TRINITY_DN56296_c2_g1,11.42,0,0,4.1,1.99,0
TRINITY_DN56299_c0_g1,0,0,0,0,0,0
TRINITY_DN562_c0_g1,1.62,4.99,0,1.42,3.65,2.15
TRINITY_DN562_c3_g1,0.86,0,4,0,0,0
TRINITY_DN56302_c0_g1,0,0,0,0,0,0
TRINITY_DN56304_c0_g2,5.04,7.79,0,3.44,4.04,2.06
TRINITY_DN56306_c0_g1,0,0,0,0,0,0
TRINITY_DN56306_c0_g2,0,0,0,0,0,0
TRINITY_DN5630_c0_g1,109.6,79.29,50.4,60.42,35.56,89.39
TRINITY_DN5630_c1_g1,0,0,0,0,0,0
TRINITY_DN56310_c0_g1,0,0,0,0,0,0
TRINITY_DN56311_c0_g1,0,0,0,0,0,0
TRINITY_DN5631_c0_g1,417.01,134.41,144.26,251.76,229.96,287.78
TRINITY_DN56321_c0_g1,0,0,0,0,0,0
TRINITY_DN56322_c0_g1,0,2.4,0,0,0,0
TRINITY_DN56328_c0_g1,0,0,0,0,0,0
TRINITY_DN5632_c0_g1,105.99,50.33,26.95,69.79,29.37,41.34
TRINITY_DN56338_c0_g2,68.22,4.59,3.67,37.45,3.15,10.38
TRINITY_DN5633_c0_g1,1.71,3.1,1.92,1.13,3.21,0.63
TRINITY_DN56343_c0_g1,0,0,0,0,0,0
TRINITY_DN56348_c0_g1,588.45,312.26,189.15,217.45,194.51,379.68
TRINITY_DN5634_c0_g1,98.47,42.84,31.62,73.3,36.72,39.64
TRINITY_DN5634_c1_g1,7.99,5.99,11.01,4.99,3.32,7.07
TRINITY_DN56350_c0_g1,0,0,0,0,0,0
TRINITY_DN56350_c0_g2,0,0,0,0,0,0
TRINITY_DN56357_c0_g1,0,0,0,0,0,0
TRINITY_DN5635_c0_g1,37.49,36.55,17.1,24.33,21.96,37.49
TRINITY_DN5636_c0_g1,0.67,0,0,3.74,0,0
TRINITY_DN56372_c0_g1,0,0,0,0,0,0
TRINITY_DN56372_c0_g2,0,0,0,0,0,0
TRINITY_DN56377_c0_g1,0,0,0,0,0,0
TRINITY_DN56379_c0_g1,51.09,14.08,20.69,7.3,14.38,36.33
TRINITY_DN5637_c0_g1,0,0,0,0,0,0
TRINITY_DN56382_c1_g1,0,0,0,0,0,0
TRINITY_DN56388_c0_g1,10.94,3.3,3.34,3.44,3.43,3.4
TRINITY_DN5638_c0_g1,10.66,5.29,12.35,18.1,5.97,13.42
TRINITY_DN5638_c1_g1,1.9,1.4,0.5,0.95,2.77,0.89
TRINITY_DN5638_c1_g3,10.66,10.68,17.6,1.42,7.36,15.66
TRINITY_DN5638_c4_g1,167.07,59.32,52.81,116.8,90.37,148.18
TRINITY_DN5639_c0_g1,0.57,0.3,0.42,0,0.39,1.61
TRINITY_DN563_c0_g1,980.34,857.39,671.49,194.01,538.39,763.21
TRINITY_DN56407_c0_g1,0,0,0,0,0,0
TRINITY_DN5640_c0_g1,79.35,63.61,32.37,32.46,49.94,66.67
TRINITY_DN5641_c0_g1,299.98,87.48,99.04,139.71,34.18,109.26
TRINITY_DN5641_c1_g1,0,0,0,0,0,4.65
TRINITY_DN56425_c0_g1,0,0,0,0,0,0
TRINITY_DN5642_c0_g1,5.61,8.29,5.26,5.99,1.71,5.28
TRINITY_DN5642_c0_g2,0.76,0,0,0,0,0
TRINITY_DN56430_c0_g1,0,0,0,0,0,0
TRINITY_DN5643_c0_g1,124.92,188.13,161.45,37.8,152.97,150.24
TRINITY_DN5643_c0_g2,152.13,79.79,67.42,58.22,64.32,97.36
TRINITY_DN5643_c2_g1,0,0,0,0,0.72,0
TRINITY_DN5643_c2_g2,0.57,0,0,0,0.55,0
TRINITY_DN5645_c0_g1,633.36,276.51,184.39,313.48,149.38,192.84
TRINITY_DN56461_c0_g1,3.9,0,0,0,0,0
TRINITY_DN56463_c0_g1,15.7,15.88,6.34,6.65,3.32,0
TRINITY_DN56466_c0_g1,0,0,0,0,0,0
TRINITY_DN56469_c0_g1,6.47,0,0,0,0,0
TRINITY_DN5646_c1_g2,623.18,373.77,260.4,340.54,153.36,394.53
TRINITY_DN56473_c0_g1,0,0,0,0,0,0
TRINITY_DN56476_c1_g1,0,0,1.17,0,0,0
TRINITY_DN56479_c0_g2,1.52,6.69,2.42,5.76,6.03,3.4
TRINITY_DN5647_c0_g1,104.85,83.38,36.21,54.66,69.02,56.29
TRINITY_DN56480_c0_g1,0,0,0,0,0,0
TRINITY_DN56482_c0_g1,0,0,0,0,0,0
TRINITY_DN56483_c0_g1,0,10.59,0,0,0,0
TRINITY_DN5648_c0_g1,247.18,290.79,162.7,163.56,129.8,208.05
TRINITY_DN56490_c0_g1,10.09,26.76,23.28,6.59,13.83,6.53
TRINITY_DN56494_c0_g1,0,0,0,0,0,0
TRINITY_DN56496_c0_g1,0,0,0,0,0,0
TRINITY_DN5649_c0_g1,0,0,0,0,0,0
TRINITY_DN564_c0_g1,0,0,0,0,0,0
TRINITY_DN564_c2_g1,3.71,1.1,6.84,1.19,0,2.33
TRINITY_DN56503_c0_g2,36.44,17.77,22.61,11.34,16.76,33.47
TRINITY_DN56506_c10_g1,0,0,0,0,6.86,0
TRINITY_DN56506_c5_g1,0,0,6.51,4.57,0,0
TRINITY_DN56509_c1_g1,0.86,3.3,0,2.55,1.66,0
TRINITY_DN5650_c0_g1,1.9,5.69,1.75,0,2.99,0.63
TRINITY_DN5650_c1_g1,14.37,14.38,0,2.02,7.19,10.92
TRINITY_DN56511_c0_g1,0,0,3.67,3.86,0,7.61
TRINITY_DN56514_c0_g1,0,0,0,0,0,1.61
TRINITY_DN56524_c0_g1,0,0,0,0,0,0
TRINITY_DN5652_c0_g1,0,0,0,0,0,0
TRINITY_DN56539_c0_g1,8.09,0,0,0,0,0
TRINITY_DN5653_c0_g1,29.02,30.36,22.44,24.93,20.74,33.11
TRINITY_DN56540_c0_g1,44.81,10.19,20.11,5.28,0,21.03
TRINITY_DN56540_c1_g2,0,0,0,0,0,0
TRINITY_DN56541_c0_g1,0,0,0,0,0,0
TRINITY_DN56543_c0_g1,57.28,21.47,29.2,60.89,6.19,46.35
TRINITY_DN56547_c0_g2,0,0,0,0,0,0
TRINITY_DN56547_c0_g3,0,0,0,0,0,0
TRINITY_DN5654_c0_g1,2.38,0,0,0,0,0
TRINITY_DN56556_c0_g1,0,0,0,0,0,0
TRINITY_DN56558_c0_g1,0,0,0,0,0,0
TRINITY_DN56566_c0_g2,0,6.69,0,6.94,0,0
TRINITY_DN5656_c0_g3,0,4.19,0.33,0.89,0,4.83
TRINITY_DN56572_c0_g1,0,0,0,0,0,0
TRINITY_DN56572_c0_g2,0,0,0,0,0,0
TRINITY_DN56575_c0_g1,4.19,0,3.59,0,0,7.61
TRINITY_DN56575_c0_g2,0,0,0,5.16,0,0
TRINITY_DN56575_c1_g1,0,0,0,0,0,0
TRINITY_DN5657_c0_g1,240.71,169.96,261.82,176.56,70.24,200.71
TRINITY_DN56587_c0_g1,0,0,0,0,0,0
TRINITY_DN56587_c0_g2,5.52,5.09,2.92,0,10.07,10.38
TRINITY_DN56589_c0_g1,0,0,0,0,0,0
TRINITY_DN5658_c0_g2,293.7,347.11,237.29,428.38,239.52,349.34
TRINITY_DN56594_c0_g1,27.5,10.78,10.51,25.64,0,3.76
TRINITY_DN5659_c0_g1,373.62,485.81,593.14,587.84,257.66,728.66
TRINITY_DN5659_c1_g1,0.95,0,0,0,0,0
TRINITY_DN565_c0_g1,49.76,55.82,50.31,10.86,28.21,47.07
TRINITY_DN565_c0_g3,64.22,48.93,32.12,21.96,33.85,39.64
TRINITY_DN565_c1_g1,0,0,0,0,0,0
TRINITY_DN56603_c0_g1,5.71,9.39,6.01,8.84,14.16,6.17
TRINITY_DN56608_c0_g1,0,0,0,0,0,0
