SeqName,CAS1_C0,CAS2_C0,CAS3_C0,CAS1_T0,CAS2_T0,CAS3_T0
TRINITY_DN10744_c0_g1,215.59,197.52,150.1,93.53,102.31,178.43
TRINITY_DN107453_c0_g1,0,0,0,0,0,0
TRINITY_DN107457_c0_g1,0,0,0,0,0,0
TRINITY_DN107458_c0_g1,0,0,0,0,0,0
TRINITY_DN107460_c0_g1,0,0,0,0,0,0
TRINITY_DN107463_c0_g1,0,0,0,0,0,0
TRINITY_DN107467_c0_g1,0,0,0,0,0,0
TRINITY_DN107471_c0_g1,0,0,0,0,0,0
TRINITY_DN107472_c0_g1,0,0,0,0,1.38,0
TRINITY_DN107477_c0_g1,0,0,0,0,0,0
TRINITY_DN10747_c1_g1,0,0,0,0,0,0
TRINITY_DN107488_c0_g1,0,0,0,0,0,0
TRINITY_DN107490_c0_g1,0,0,0,0,0,0
TRINITY_DN107492_c0_g1,0,0,0,0,0,0
TRINITY_DN107493_c0_g1,3.04,1.9,0.92,2.97,0,0
TRINITY_DN107494_c0_g1,0,0,0,0,3.43,0
TRINITY_DN107496_c0_g1,0,0,0,27.18,0,0
TRINITY_DN107497_c0_g1,0,0,0,0,0,0
TRINITY_DN1074_c0_g1,389.61,414.91,202.16,198.99,218.95,304.69
TRINITY_DN107502_c0_g1,0,0,0,0,0,0
TRINITY_DN107504_c0_g1,0,0,0,0,0,0
TRINITY_DN107506_c0_g1,18.55,0,0,7.06,0,0
TRINITY_DN107507_c0_g1,0,0,0,8.13,0,8.14
TRINITY_DN107508_c0_g1,0,0,0,0,0,0
TRINITY_DN10750_c0_g1,1.05,0,0.75,0.36,0,0
TRINITY_DN107513_c0_g1,0,0,0,0,0,0
TRINITY_DN107519_c0_g1,0,0,0,0,0,0
TRINITY_DN10751_c0_g1,0,1.2,2.84,1.25,1.22,7.25
TRINITY_DN107520_c0_g1,1.05,0,0,0,0,0
TRINITY_DN107537_c0_g1,0,0,0,0,0,0
TRINITY_DN107538_c0_g1,0,0,6.93,0,0,7.25
TRINITY_DN107539_c0_g1,0,0,0,0,0,0
TRINITY_DN107544_c0_g1,4.28,3.89,0,0,0,0
TRINITY_DN107547_c0_g1,0,0,0,0,0,0
TRINITY_DN10754_c0_g1,0,0,0,0,0,0
TRINITY_DN107554_c0_g1,0,0,0,0,0,0
TRINITY_DN107555_c0_g1,0,0,0,0,0,0
TRINITY_DN10755_c0_g1,0,0,0,0,0,0
TRINITY_DN107561_c0_g1,0,0,0,0,0,0
TRINITY_DN107564_c0_g1,0,0,0,1.66,0,0
TRINITY_DN107566_c0_g1,0,0,0,0,0,0
TRINITY_DN107568_c0_g1,0,0,0,0,0,0
TRINITY_DN107569_c0_g1,0,0,0,0,0,0
TRINITY_DN10756_c0_g1,0,0,0,0,0,0
TRINITY_DN107572_c0_g1,0,0,0,0,0,0
TRINITY_DN107576_c0_g1,0,0,0,0,13.22,0
TRINITY_DN10757_c0_g1,8.28,1.8,0.92,1.9,0,0
TRINITY_DN107586_c0_g1,0,0,0,0,0,0
TRINITY_DN107588_c0_g1,0,0,0,0,0,0.98
TRINITY_DN107590_c0_g1,0,0,0,0,0,0
TRINITY_DN107592_c0_g1,0,0,0,17.33,0,5.73
TRINITY_DN107593_c0_g1,0,0,0,0,0,0
TRINITY_DN107595_c0_g1,0,0,8.51,8.9,2.93,0
TRINITY_DN107596_c0_g1,0,0,0,0,0,0
TRINITY_DN107599_c0_g1,0,0,0,0,0,0
TRINITY_DN10759_c0_g2,75.73,53.12,19.61,38.99,60.06,43.31
TRINITY_DN1075_c0_g1,2.76,2.5,7.59,9.67,2.05,2.6
TRINITY_DN1075_c10_g1,149.85,148.39,59.74,75.19,140.36,153.55
TRINITY_DN1075_c1_g3,0,0,1.67,1.25,0,1.16
TRINITY_DN1075_c27_g2,103.61,110.14,38.88,43.86,26.6,130.38
TRINITY_DN1075_c2_g2,0,2.2,0,0,0,1.16
TRINITY_DN1075_c3_g1,0,1.1,0,0,0.55,0.54
TRINITY_DN107602_c0_g1,1.14,0,0,0,0,0
TRINITY_DN107605_c0_g1,0,0,0,0,0,0
TRINITY_DN107606_c0_g1,11.61,0,7.01,7.36,3.65,3.67
TRINITY_DN107608_c0_g1,0,0,0,0,0,0.72
TRINITY_DN107609_c0_g1,0,0,0,0,0,0
TRINITY_DN107611_c0_g1,0,0,0,0,0,0
TRINITY_DN107612_c0_g1,0,0,0,0,0,0
TRINITY_DN107616_c0_g1,0,0,0,0,0,0
TRINITY_DN107621_c0_g1,0,0,0,0,0,0
TRINITY_DN107627_c0_g1,50.9,18.67,13.68,2.73,26.16,26.76
TRINITY_DN107629_c0_g1,0,0,0,0,0,0
TRINITY_DN10762_c0_g1,4.95,3.4,0,0,0,0
TRINITY_DN107630_c0_g1,0,0,0,0,0,0
TRINITY_DN107639_c0_g1,0,0,0,0,0,0
TRINITY_DN10763_c0_g1,5.23,0.9,0,1.01,0,3.85
TRINITY_DN107643_c0_g1,0,0,0,0,0,0
TRINITY_DN107656_c0_g1,0,0,0,0,0,0
TRINITY_DN107657_c0_g1,0,0,0,20.89,0,0
TRINITY_DN107658_c0_g1,0,0,0,1.72,0,0
TRINITY_DN107659_c0_g1,0,0,0,0,0,0
TRINITY_DN10765_c0_g3,0,0,0,0,0,0
TRINITY_DN107665_c0_g1,0,0,0,0,0,0
TRINITY_DN107672_c0_g1,0,0,0,0,0,0
TRINITY_DN107674_c0_g1,0,0,0,0,0,0
TRINITY_DN107680_c0_g1,0,0,0,0,0,0
TRINITY_DN107686_c0_g1,8.37,13.78,2.34,0,7.19,15.12
TRINITY_DN10768_c0_g1,0.95,1.3,0.75,0,0,1.52
TRINITY_DN107690_c0_g1,0,0,0,0,0,0
TRINITY_DN107691_c0_g1,0,0,0,0,0,0
TRINITY_DN107694_c0_g1,0,0,0,0,0,0
TRINITY_DN107699_c0_g1,0,0,0,0,0,0
TRINITY_DN1076_c0_g1,0,32.65,3.25,13.71,10.18,7.87
TRINITY_DN1076_c0_g2,0,0,0,0,0,0
TRINITY_DN1076_c1_g1,28.54,28.36,19.27,15.91,22.07,24.88
TRINITY_DN1076_c2_g2,12.75,3.89,18.69,16.38,10.07,12.08
TRINITY_DN1076_c6_g1,47.19,44.84,21.03,22.37,37.66,48.14
TRINITY_DN107700_c0_g1,0,1.5,0.67,1.54,6.08,4.3
TRINITY_DN107701_c0_g1,0,2.5,0,0,0,0
TRINITY_DN107702_c0_g1,0,0,0,0,0,0
TRINITY_DN107704_c0_g1,6.85,0,0,0,0,0
TRINITY_DN107709_c0_g1,0,0,0,0,7.63,3.85
TRINITY_DN107711_c0_g1,0,0,0,0,0,0
TRINITY_DN107719_c0_g1,0,0,0,0,0,0
TRINITY_DN10771_c0_g1,981.77,813.15,346.34,542.32,681.57,588.09
TRINITY_DN107722_c0_g1,0,0,0,0,0,0
TRINITY_DN107726_c0_g1,14.94,0,0,0,0,0
TRINITY_DN107729_c0_g1,5.52,0,1.67,10.5,8.63,8.59
TRINITY_DN107732_c0_g1,0,0,0,0,0,0
TRINITY_DN107736_c0_g1,0,0,0,0,0,0
TRINITY_DN107737_c0_g1,0,0,0,0,0,0
TRINITY_DN107738_c0_g1,0,0,0,0,0,18.7
TRINITY_DN107742_c0_g1,0,0,0,0,0,0
TRINITY_DN107744_c0_g1,0,0,0,0,0,0
TRINITY_DN10774_c0_g1,11.51,19.77,6.51,11.1,17.92,13.15
TRINITY_DN107750_c0_g1,0,0,0,0,0,0
TRINITY_DN107753_c0_g1,4.76,0,0,4.51,4.42,0
TRINITY_DN107756_c0_g1,0,0,0,0,0,0
TRINITY_DN107761_c0_g1,0,0,0,0,0,0
TRINITY_DN107765_c0_g1,0,0,0,0,0,0
TRINITY_DN107777_c0_g1,0,0,0,0,0,0
TRINITY_DN10777_c0_g1,1.14,0.2,5.17,0,0,0.98
TRINITY_DN107787_c0_g1,0,0,0,0,0,0
TRINITY_DN10778_c0_g1,32.73,8.29,34.88,29.14,7.74,26.13
TRINITY_DN107795_c0_g1,0,0,0,0,0,0
TRINITY_DN107796_c0_g1,0,3.99,0,2.85,0,1.43
TRINITY_DN10779_c0_g1,33.49,39.94,18.44,7.12,27.54,22.64
TRINITY_DN1077_c0_g3,0,1.1,0,0,0.55,1.07
TRINITY_DN1077_c10_g1,7.8,5.89,12.1,8.07,2.93,10.29
TRINITY_DN1077_c16_g2,0,0,0,0,0,0
TRINITY_DN1077_c18_g6,65.17,24.76,14.18,18.64,32.52,55.48
TRINITY_DN1077_c2_g2,3.33,5.99,12.77,5.28,1.88,4.38
TRINITY_DN1077_c2_g3,146.42,159.17,125.32,131.28,45.79,107.29
TRINITY_DN1077_c2_g5,1.52,0,0,0,0,0
TRINITY_DN1077_c2_g6,0,0,0,0,0.5,0
TRINITY_DN1077_c2_g8,0.57,0,0,3.2,0.5,0
TRINITY_DN1077_c3_g2,7.33,9.69,16.19,5.16,9.24,6.89
TRINITY_DN1077_c4_g1,158.89,74.29,98.7,90.09,64.54,59.24
TRINITY_DN1077_c6_g1,237.38,78.99,39.72,87.48,63.16,68.19
TRINITY_DN1077_c7_g1,0.76,0.7,0.67,0.71,0,0
TRINITY_DN1077_c8_g2,0,0,18.94,1.25,0,23.18
TRINITY_DN107800_c0_g1,0,0,0,0,0,0
TRINITY_DN107805_c0_g1,0,0,0,0,0,0
TRINITY_DN107808_c0_g1,0,0,0,0,0,0
TRINITY_DN10780_c0_g1,1249.5,1832.71,727.31,478.82,908.49,935.55
TRINITY_DN107818_c0_g1,0,0,0,0,0,0
TRINITY_DN107821_c0_g1,3.9,0,0,0,10.9,0
TRINITY_DN107822_c0_g1,0,0,0,0,0,0
TRINITY_DN107824_c0_g1,0,0,0,0,0,0
TRINITY_DN107832_c0_g1,0,0,0,0,8.74,0
TRINITY_DN107836_c0_g1,0,0,0,0,0,0
TRINITY_DN10783_c0_g1,201.32,378.26,223.77,505.17,177.03,271.14
TRINITY_DN107841_c0_g1,0,7.29,0,5.1,0,0
TRINITY_DN107849_c0_g1,0,0,0,0,0,0
TRINITY_DN107850_c0_g1,0,0,0,7.06,0,0
TRINITY_DN107851_c0_g1,0,0,0,0,0,0
TRINITY_DN107855_c0_g1,0,0,0,0,0,0
TRINITY_DN107856_c0_g1,0,0,0,0,0,0
TRINITY_DN107860_c0_g1,0,0,0,0,0,0
TRINITY_DN107868_c0_g1,0,1.8,1.84,7.6,18.75,7.52
TRINITY_DN10786_c0_g1,2035.85,1957.23,1048.45,2130.43,1084.08,2095.7
TRINITY_DN107870_c0_g1,0,0,0,0,0,0
TRINITY_DN107873_c0_g1,0,0,8.68,0,0,4.47
TRINITY_DN107878_c0_g1,0,1.4,0,0,0,0
TRINITY_DN107880_c0_g1,0,34.15,0,0,29.98,0
TRINITY_DN107881_c0_g1,0,0,0,0,0,0
TRINITY_DN107882_c0_g1,0,0,0,0,0,0
TRINITY_DN107884_c0_g1,0,0,0,0,0,0
TRINITY_DN107885_c0_g1,0,3.69,0,1.96,0.94,2.6
TRINITY_DN107893_c0_g1,0,2.4,0,1.25,1.27,0
TRINITY_DN107895_c0_g1,0,0,0,5.04,0,0
TRINITY_DN107897_c0_g1,0,0,0,0,0,0
TRINITY_DN107898_c0_g1,0,0,0,0,1,0
TRINITY_DN107899_c0_g1,0,0,0,0,0,0
TRINITY_DN1078_c0_g1,0,0,0,0,0,0
TRINITY_DN1078_c1_g1,163.26,186.04,139.92,47.89,95.35,132.97
TRINITY_DN1078_c3_g1,0,1.4,0,1.54,0,1.52
TRINITY_DN1078_c9_g1,337.37,132.71,77.01,109.44,136.82,205.63
TRINITY_DN107912_c0_g1,0,0,0,0,0,0
TRINITY_DN107920_c0_g1,0,0,0,0,0,0
TRINITY_DN107925_c0_g1,0,0,0,0,0,0
TRINITY_DN107927_c0_g1,0,0,0,0,0,0
TRINITY_DN107931_c0_g1,0,0,0,0,0,0
TRINITY_DN107932_c0_g1,0,0,0,0,0,0
TRINITY_DN107934_c0_g1,0,0,0,0,0,0
TRINITY_DN107936_c0_g1,0,0,0,0,0,0
TRINITY_DN107939_c0_g1,0,0,0,0,0,0
TRINITY_DN10793_c0_g1,121.59,716.69,90.69,184.87,250.47,99.68
TRINITY_DN107946_c0_g1,0,0,0,0,0,0
TRINITY_DN10794_c0_g1,0,19.87,10.51,8.19,9.9,14.32
TRINITY_DN107952_c0_g1,0,0,0,0,0,0
TRINITY_DN107954_c0_g1,10.56,9.59,0,0,0,0
TRINITY_DN107956_c0_g1,0,0,0,0,0,0
TRINITY_DN107959_c0_g1,0,0,0,0,0,0
TRINITY_DN107964_c0_g1,0,0,0,0,0,0
TRINITY_DN107969_c0_g1,0,0,0,0,0,0
TRINITY_DN10796_c0_g1,2.09,1.9,0.67,0.65,4.7,1.61
TRINITY_DN107970_c0_g1,0,0,0,0,0,0
TRINITY_DN107972_c0_g1,0,0,0,0,0,0
TRINITY_DN107977_c0_g1,0,0,0,0,0,0
TRINITY_DN107983_c0_g1,3.33,0,0,1.37,1.55,1.52
TRINITY_DN107985_c0_g1,0,0,0,0,0,0
TRINITY_DN107988_c0_g1,0,0,0,0,0,0
TRINITY_DN1079_c0_g1,0.57,0.5,0,0,0,0
TRINITY_DN1079_c6_g1,4.09,0,0,1.96,0,0
TRINITY_DN107_c0_g1,562.1,694.02,314.72,423.87,498.85,630.05
TRINITY_DN108004_c0_g1,0,0,0,0,0,0
TRINITY_DN108006_c0_g1,0,0,0,0,0,0
TRINITY_DN10800_c0_g1,0,0,0,0,0,0
TRINITY_DN108012_c0_g1,0,0,0,0,0,0
TRINITY_DN108014_c0_g1,0,0,0,0,0,0
TRINITY_DN108018_c0_g1,0,0,0,0,0,0
TRINITY_DN10801_c0_g1,0,0,0,0,0,0
TRINITY_DN108020_c0_g1,0,0,0,0,0,0
TRINITY_DN108021_c0_g1,0,0,0,0,0,0
TRINITY_DN108023_c0_g1,0,0,0,0,0,0
TRINITY_DN108028_c0_g1,0,0,0,0,0,0
TRINITY_DN10802_c0_g1,0,0,0,0,0,0
TRINITY_DN10802_c0_g2,674.84,753.43,338.25,535.97,450.07,498.51
TRINITY_DN108033_c0_g1,0,0,0,0,0,0
TRINITY_DN108035_c0_g1,0,0,0,0,0,0
TRINITY_DN108037_c0_g1,0,0,0,0,0,0
TRINITY_DN10803_c0_g1,0.95,0.9,2.34,2.37,1.88,0.45
TRINITY_DN108040_c0_g1,0,0,0,0,0,0
TRINITY_DN108041_c0_g1,0,0,0,0,0,0
TRINITY_DN108043_c0_g1,0,0,0,0,0,0
TRINITY_DN108047_c0_g1,0,0,0,0,0,0
TRINITY_DN108048_c0_g1,0,0,0,0,0,0
TRINITY_DN108049_c0_g1,0,0,0,0,0,0
TRINITY_DN10804_c0_g1,0.86,3,0.92,2.14,4.26,3.85
TRINITY_DN10804_c0_g2,0,0,0,0,0,0
TRINITY_DN10804_c1_g1,0,0,0,0,0,0
TRINITY_DN108050_c0_g1,0,0,0,0,0,0
TRINITY_DN108051_c0_g1,0,0,0,0,0,0
TRINITY_DN108056_c0_g1,0,0,0,0,0,0
TRINITY_DN108057_c0_g1,0,0,0,0,0,0
TRINITY_DN10805_c0_g1,0,0,0,0,0,0
TRINITY_DN10805_c1_g1,33.68,119.33,32.96,20.24,53.81,88.59
TRINITY_DN108068_c0_g1,0,0,0,0,0,2.6
TRINITY_DN10806_c0_g1,0,1.6,0,0,2.32,0
TRINITY_DN108077_c0_g1,0,0,0,0,0,0
TRINITY_DN10807_c0_g2,75.26,97.66,83.1,45.7,43.64,90.65
TRINITY_DN10807_c0_g3,0,0,0,0,0,0
TRINITY_DN10807_c2_g1,0,0,0,0,0,1.07
TRINITY_DN108083_c0_g1,0,1.8,0,1.9,9.4,3.76
TRINITY_DN108084_c0_g1,0,0,0,0,0,0
TRINITY_DN108085_c0_g1,0,0,0,0,0,0
TRINITY_DN108086_c0_g1,0,0,0,0,0,0
TRINITY_DN10808_c0_g1,0,21.17,0.58,0,8.19,5.01
TRINITY_DN10808_c2_g1,0.76,2.9,2.25,0.77,3.15,0
TRINITY_DN108092_c0_g1,0,0,0,0,0,0
TRINITY_DN108094_c0_g1,0,0,0,0,0,0
TRINITY_DN108098_c0_g1,0,0,0,0,0,0
TRINITY_DN1080_c2_g1,0,0.3,0,6.94,0,0
TRINITY_DN108101_c0_g1,0,0,0,0,0,0
TRINITY_DN108117_c0_g1,0,0,0,0,1.99,0
TRINITY_DN108119_c0_g1,0,0,0,0,0,0
TRINITY_DN10811_c0_g1,0,0,0,0,0,0
TRINITY_DN108120_c0_g1,0,0,0,0,0,0
TRINITY_DN108124_c0_g1,0,0,0,0,0,0
TRINITY_DN108126_c0_g1,0,0,0,0,0,3.04
TRINITY_DN108129_c0_g1,0,0,0,0,0,0
TRINITY_DN10812_c1_g1,69.93,73.5,190.98,48.49,43.58,184.52
TRINITY_DN10812_c2_g1,80.2,110.84,134.92,81.78,85.89,134.14
TRINITY_DN108130_c0_g1,0,0,0,0,0,0
TRINITY_DN108131_c0_g1,0,0,0,0,0,0
TRINITY_DN108133_c0_g1,0,0,0,0,0,0
TRINITY_DN108135_c0_g1,0,0,0,0,0,0
TRINITY_DN108138_c0_g1,0,0,0,0,0,0
TRINITY_DN10813_c0_g1,35.87,26.86,31.2,4.99,27.32,35.7
TRINITY_DN108141_c0_g1,0,0,0,0,0,0
TRINITY_DN108143_c0_g1,0,0,0,0,0,0
TRINITY_DN108146_c0_g1,0,0,0,0,0,0
TRINITY_DN108147_c0_g1,0,0,0,0,0,0
TRINITY_DN108152_c0_g1,0,0,0,0,0,0
TRINITY_DN108153_c0_g1,0,0,0,0,0,0
TRINITY_DN108155_c0_g1,0,0,0,0,0,0
TRINITY_DN10815_c0_g1,0,0,0,0,0,0
TRINITY_DN10815_c0_g2,0,1.7,0,0,0,0
TRINITY_DN10815_c0_g3,0,0,0,0,0,1.7
TRINITY_DN10815_c0_g4,0,0,0,0,0,0
TRINITY_DN108164_c0_g1,0,0,0,0,0,0
TRINITY_DN108165_c0_g1,0,0,0,0,0,0
TRINITY_DN108169_c0_g1,0,0,0,4.04,1.99,0
TRINITY_DN108174_c0_g1,0,0,0,0,0,0
TRINITY_DN108175_c0_g1,0,0,0,0,0,0
TRINITY_DN108176_c0_g1,0,0,0,0,0,0
TRINITY_DN108177_c0_g1,0,0,0,0,0,0
TRINITY_DN108183_c0_g1,0,0,0,5.22,0,0
TRINITY_DN10818_c0_g1,20.55,30.96,19.52,39.76,12.94,15.12
TRINITY_DN108190_c0_g1,0,0,0,0,0,0
TRINITY_DN108193_c0_g1,0,0,0,0,0,0
TRINITY_DN108199_c0_g1,0,0,0,0,0,0
TRINITY_DN1081_c0_g1,2.28,1.6,4.76,2.73,3.32,4.92
TRINITY_DN1081_c0_g2,308.07,313.76,184.31,261.19,230.95,322.23
TRINITY_DN1081_c1_g1,0,73,29.87,75.49,43.58,37.67
TRINITY_DN1081_c2_g2,48.33,26.56,21.94,35.43,27.65,37.76
TRINITY_DN108200_c0_g1,2.28,0,0,0,0,0
TRINITY_DN108206_c0_g1,0,0,0,0,0,0
TRINITY_DN108207_c0_g1,9.8,20.87,4,9.44,5.14,17.54
TRINITY_DN108214_c0_g1,0,0,0,0,0,0
TRINITY_DN108223_c0_g1,0,0,0,0,0,0
TRINITY_DN108232_c0_g1,0,0,0,0,0,0
TRINITY_DN10823_c0_g1,273.06,246.55,503.78,228.79,115.53,414.4
TRINITY_DN108244_c0_g1,0,0,0,0,0,0
TRINITY_DN10824_c0_g1,0,0,0,0,0,0
TRINITY_DN108250_c0_g1,0,0,0,0,0,0
TRINITY_DN108252_c0_g1,0,0,0,0,0,0
TRINITY_DN108253_c0_g1,0,0,0,0,0,0
TRINITY_DN10825_c0_g1,200.08,240.86,314.05,179.94,121.5,187.38
TRINITY_DN108261_c0_g1,0,0,0,0,0,0
TRINITY_DN108262_c0_g1,0,0,0,0,0,0
TRINITY_DN108266_c0_g1,0,0,0,0,0,0
TRINITY_DN108274_c0_g1,7.04,0,0,0,0,0
TRINITY_DN108279_c0_g1,0,0,0,0,0,0
TRINITY_DN10827_c0_g1,203.89,100.76,80.77,135.2,66.25,128.32
TRINITY_DN10827_c1_g1,0,0.4,1.59,0,0.44,0
TRINITY_DN108283_c0_g1,0,0,0,0,0,6.98
TRINITY_DN108287_c0_g1,0,0,0,0,0,0
TRINITY_DN108289_c0_g1,0,0,0,0,0,0
TRINITY_DN10828_c0_g1,868.93,397.04,314.47,297.93,254.29,419.95
TRINITY_DN10828_c1_g1,1.05,3.89,2,0,2.71,1.34
TRINITY_DN108290_c0_g1,0,0,0,0,0,0
TRINITY_DN108293_c0_g1,0,0,0,0,0,0
TRINITY_DN108294_c0_g1,0,0,0,0,0,0
TRINITY_DN108295_c0_g1,0,0,0,0,0,0
TRINITY_DN108301_c0_g1,0,0,0,0,0,0
TRINITY_DN108309_c0_g1,0,0,0,0,0,0
TRINITY_DN10830_c0_g1,1.14,0,2.17,0.71,0,3.4
TRINITY_DN108310_c0_g1,0,0,0,0,0,0
TRINITY_DN108313_c0_g1,0,0,0,0,0,0
TRINITY_DN108314_c0_g1,0,0,0,0,0,0
TRINITY_DN108319_c0_g1,0,0,0,0,0,0
TRINITY_DN10831_c0_g1,20.84,9.39,0.75,8.9,7.74,4.65
TRINITY_DN108328_c0_g1,0,0,0,0,0,0
TRINITY_DN108329_c0_g1,0,0,0,0,0,0
TRINITY_DN10832_c0_g1,18.65,0,0,93.35,0,8.77
TRINITY_DN108336_c0_g1,6.56,3,6.01,0.77,2.32,9.31
TRINITY_DN108342_c0_g1,0,0,0,0,0,0
TRINITY_DN108347_c0_g1,0,0,0,0,0,0
TRINITY_DN10834_c0_g1,0,1.3,0,0,0,0
TRINITY_DN108351_c0_g1,0,0,0,0,0,0
TRINITY_DN108353_c0_g1,0,0,0,0,0,0
TRINITY_DN10835_c1_g1,0,0,0,0,0,0
TRINITY_DN108362_c0_g1,0,0,0,0,0,0
TRINITY_DN108363_c0_g1,0,4.19,0,0,1.44,2.86
TRINITY_DN108369_c0_g1,0,0,0,0,0,0
TRINITY_DN108372_c0_g1,0,0,0,0,0,0
TRINITY_DN10837_c0_g1,0,0,0,0,0,0
TRINITY_DN108382_c0_g1,0,0,0,0,0,0
TRINITY_DN108387_c0_g1,10.18,0,7.01,2.43,0,0
TRINITY_DN108390_c0_g1,0,0,0,0,0,0
TRINITY_DN108394_c0_g1,0,0,0,0,0,0
TRINITY_DN10839_c0_g2,2.19,2.9,2.75,1.96,3.32,3.85
TRINITY_DN10839_c0_g4,17.79,25.96,12.93,16.56,11.5,21.48
TRINITY_DN1083_c0_g1,14.27,16.38,8.09,10.68,12.78,11.72
TRINITY_DN1083_c2_g1,12.84,2.1,3.5,14.6,0,15.39
TRINITY_DN108400_c0_g1,0,0,0,0,0,0
TRINITY_DN108402_c0_g1,6407.62,5878.98,2404.78,2071.55,4411.81,3755
TRINITY_DN108405_c0_g1,0,0,0,0,1.05,0
TRINITY_DN108410_c0_g1,0,0,4.67,0,0,4.92
TRINITY_DN108417_c0_g1,0,0,0,0,0,0
TRINITY_DN10842_c0_g1,246.89,88.28,71.84,44.93,62.05,86.98
TRINITY_DN108432_c0_g1,0,0,0,0,0,0
TRINITY_DN108437_c0_g1,0,0,0,0,0,0
TRINITY_DN108439_c0_g1,0,0,0,0,0,0
TRINITY_DN10843_c0_g1,55.37,193.33,57.74,84.87,174.15,194.09
TRINITY_DN10843_c1_g1,3.52,9.99,19.94,10.68,11.45,13.78
TRINITY_DN108443_c0_g1,0,0,0,8.9,0,0
TRINITY_DN108445_c0_g1,0,0,0,0,0,0
TRINITY_DN10844_c0_g1,0,0,0,0,0,0
TRINITY_DN108453_c0_g1,0,0,0,0,0,0
TRINITY_DN108457_c0_g1,0,0,0,14.84,0,0
TRINITY_DN108459_c0_g1,8.28,7.49,0,7.77,0,0
TRINITY_DN10845_c0_g1,3.9,6.99,11.85,15.19,8.41,22.73
TRINITY_DN10845_c1_g1,1.33,0,3.09,0,0,3.85
TRINITY_DN108464_c0_g1,0,0,0,0,0,0
TRINITY_DN108465_c0_g1,0,0,0,0,0,0
TRINITY_DN108467_c0_g1,4.57,17.97,0,4.39,11.5,5.73
TRINITY_DN108469_c0_g1,0,0,0,0,0,0
TRINITY_DN108477_c0_g1,0,0,0,0,0,0
TRINITY_DN10847_c1_g1,0,0,0,0,0,0
TRINITY_DN108486_c0_g1,0,0,0,0,0,0
TRINITY_DN108488_c0_g1,0,0,0,0,0,0
TRINITY_DN108490_c0_g1,0,0,0,0,0,1.07
TRINITY_DN108498_c0_g1,0,0,0,0,0,0
TRINITY_DN108499_c0_g1,13.32,5.19,8.76,0,9.01,9.04
TRINITY_DN10849_c0_g1,0,0,0,0,0,0
TRINITY_DN1084_c0_g1,328.43,247.75,190.73,195.02,200.42,224.25
TRINITY_DN108508_c0_g1,0,0,0,0,0,0
TRINITY_DN108512_c0_g1,0,0,0,0,0,0
TRINITY_DN108516_c0_g1,0,0,0,0,0,0
TRINITY_DN108517_c0_g1,0,0,0,0,0,0
TRINITY_DN10851_c0_g1,171.16,48.63,0,0,44.96,115.61
TRINITY_DN10851_c0_g2,0,0,0,0,0,0
TRINITY_DN108520_c0_g1,0,0,0,0,0,0
TRINITY_DN108521_c0_g1,0,0,0,0,0,0
TRINITY_DN108525_c0_g1,0,0,0,0,0,0
TRINITY_DN108527_c0_g1,0,0,0,0,0,0
TRINITY_DN108533_c0_g1,0,0,0,0,0,0
TRINITY_DN108535_c0_g1,0,0,0,0,0,0
TRINITY_DN108536_c0_g1,0,0,0,0,0,0
TRINITY_DN108544_c0_g1,0,0,0,0,0,0
TRINITY_DN108546_c0_g1,0,0,0,6.11,0,0
TRINITY_DN108548_c0_g2,0,0,0,0,0,0.54
TRINITY_DN10854_c0_g1,36.06,12.58,12.35,20.36,8.13,28.81
TRINITY_DN10854_c1_g1,3.04,1.2,6.01,1.66,3.71,5.73
TRINITY_DN108550_c0_g1,0,0,0,0,0,0
TRINITY_DN108555_c0_g1,0,0,0,0,0,0
TRINITY_DN108559_c0_g1,0,0,0,0,0,0
TRINITY_DN10855_c0_g1,0,0,0,0,0,0
TRINITY_DN10855_c1_g1,24.45,12.98,1.84,72.05,17.31,21.12
TRINITY_DN108562_c0_g1,0,0,0,0,0,0
TRINITY_DN10856_c0_g1,11.8,18.47,21.86,23.32,18.42,16.64
TRINITY_DN108573_c0_g1,0,0,0,0,0,0
TRINITY_DN108580_c0_g1,0,0,0,0,0,0
TRINITY_DN108583_c0_g1,2.66,2.5,0,0,0,0
TRINITY_DN108590_c0_g1,0,2.4,0,0,0.83,0
TRINITY_DN108595_c0_g1,0,0,0,0,0,0
TRINITY_DN108596_c0_g1,0,0,0,0,0.39,0.36
TRINITY_DN10859_c0_g1,2.85,7.49,28.54,6.77,2.71,37.49
TRINITY_DN1085_c0_g1,170.02,118.03,98.2,87.06,71.29,129.57
TRINITY_DN1085_c1_g1,42.91,34.25,49.39,18.75,17.42,38.93
TRINITY_DN108606_c0_g1,0,0,0,0,0,0
TRINITY_DN108609_c0_g1,0,0,0,0,0,0
TRINITY_DN108611_c0_g1,0,0,0,0,0,0
TRINITY_DN108613_c0_g1,0,0,0,0,0,0
TRINITY_DN108617_c0_g1,0,0,0,0,0,0
TRINITY_DN108618_c0_g1,0,0,0,0,0,0
TRINITY_DN10861_c0_g1,18.55,21.47,16.44,25.7,15.6,23.71
TRINITY_DN10861_c0_g2,1.14,0,0,0,0,0
TRINITY_DN108622_c1_g1,1.9,0,0,0,0,0
TRINITY_DN108626_c0_g1,0,0,0,0,0,0
TRINITY_DN108628_c0_g1,0,0,0,0,0,0
TRINITY_DN108631_c0_g1,0,0,0,3.15,0,0
