SeqName,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
TRINITY_DN151783_c0_g1,0,0,0,0,0,0
TRINITY_DN15178_c0_g1,0,2.1,2.92,0.98,0,3.49
TRINITY_DN1517_c2_g1,247.37,244.85,255.98,188.09,187.58,179.75
TRINITY_DN151802_c0_g1,0,0,0,20.31,0,0
TRINITY_DN151804_c0_g1,0,0,0,11.41,0,0
TRINITY_DN151839_c0_g1,0,0,0,0,0,0
TRINITY_DN15183_c0_g1,0,0,0,0.42,0,0
TRINITY_DN151844_c0_g1,0,0,0,0,0,0
TRINITY_DN15184_c0_g1,0,0,0,0,0,0
TRINITY_DN15185_c0_g1,10.94,21.07,13.52,18.07,46.24,71.09
TRINITY_DN15185_c0_g3,20.93,12.88,17.44,11.06,18.62,23.47
TRINITY_DN151869_c0_g1,0,0,0,0,0,0
TRINITY_DN151883_c0_g1,0,0,0,24.09,0,0
TRINITY_DN15188_c0_g1,0,0,0,0,0,0
TRINITY_DN151892_c0_g1,0,0,0,29.97,0,0
TRINITY_DN151894_c0_g1,0,0,0,0,0,0
TRINITY_DN15189_c0_g1,2.19,3.89,9.85,1.12,1.05,1.04
TRINITY_DN1518_c0_g1,1.24,10.88,11.93,3.78,0,22.86
TRINITY_DN151917_c0_g1,0,0,0,0,0,0
TRINITY_DN15191_c0_g1,0,0,0,94.75,0,0
TRINITY_DN151927_c0_g1,0,0,4.42,0,0,9.38
TRINITY_DN151944_c0_g1,0,0,0,0,0,0
TRINITY_DN151948_c0_g1,0,0,0,0,0,0
TRINITY_DN15194_c0_g2,456.97,3.3,11.68,40.69,124.65,58.28
TRINITY_DN151953_c0_g1,0,0,0,0,0,0
TRINITY_DN151954_c0_g1,0,0,0,0,0,0
TRINITY_DN15195_c0_g1,330.9,272.71,98.79,509.66,378.73,325.97
TRINITY_DN15195_c1_g1,0,0,0,0,0,0
TRINITY_DN15196_c0_g1,0,0,0,0,0,0
TRINITY_DN15196_c0_g2,0,0,0,0,0,0
TRINITY_DN151971_c0_g1,0,0,0,0,0,0
TRINITY_DN15197_c1_g1,0,0,8.68,0,1.93,1.29
TRINITY_DN151983_c0_g1,0,0,0,0,0,0
TRINITY_DN15198_c0_g1,1.24,46.13,0,0,0,11.15
TRINITY_DN1519_c0_g2,86.29,80.79,87.11,103.71,125.41,108.59
TRINITY_DN1519_c2_g1,39.01,59.12,5.84,13.17,56.98,106.33
TRINITY_DN1519_c3_g1,125.97,250.75,78.68,32.14,77.3,365.37
TRINITY_DN151_c0_g1,32.06,19.37,35.46,34.87,2.04,107.86
TRINITY_DN151_c0_g2,4.57,0,1.42,6.58,19.5,5.27
TRINITY_DN151_c0_g3,184.19,45.54,140.92,23.88,122.08,157.44
TRINITY_DN151_c0_g4,11.8,7.99,2.42,6.86,6.71,6.19
TRINITY_DN15200_c2_g1,167.07,106.75,138.34,126.05,88.63,80.53
TRINITY_DN15200_c2_g2,47.19,30.86,55.4,49.93,66.67,79.73
TRINITY_DN152030_c0_g1,0,0,0,0,0,0
TRINITY_DN152035_c0_g1,0,0,0,0,0,0
TRINITY_DN15203_c1_g1,14.46,22.17,8.68,31.09,44.25,15.14
TRINITY_DN152057_c0_g1,0,0,0,13.94,0,0
TRINITY_DN15205_c1_g1,972.35,599.35,561.61,684.73,520.83,610.45
TRINITY_DN15205_c1_g3,326.53,226.48,183.06,221.85,221.68,210.69
TRINITY_DN15206_c1_g1,321.39,336.42,224.11,335.71,361.68,240.17
TRINITY_DN152076_c0_g1,0,0,0,0,0,0
TRINITY_DN1520_c0_g1,0,0,0,0,7.82,0
TRINITY_DN1520_c0_g2,0.76,0,1.08,0,0,0
TRINITY_DN1520_c2_g1,28.26,2,0,0,0,2.21
TRINITY_DN15210_c0_g1,0,0,0,0,0,0
TRINITY_DN152113_c0_g1,0,0,0,4.48,0,0
TRINITY_DN152116_c0_g1,0,0,0,0,0,0
TRINITY_DN15211_c0_g1,0,6.69,0,2.03,4.79,0
TRINITY_DN15211_c1_g1,9.51,11.48,0,0,0,3
TRINITY_DN15215_c0_g1,0,26.36,3.5,5.88,0,7.6
TRINITY_DN15215_c0_g3,0,0,0,0,0,0
TRINITY_DN15219_c0_g1,198.56,144.9,102.21,102.24,164.81,134.7
TRINITY_DN1521_c4_g1,335.85,152.78,206.17,85.08,169.19,85.12
TRINITY_DN1521_c8_g1,0,0,0,0,0,0
TRINITY_DN152205_c0_g1,0,0,0,0,0,0
TRINITY_DN15220_c0_g1,11.42,34.65,11.68,2.59,0,7.35
TRINITY_DN15220_c0_g2,7.99,26.16,5.59,0,6.19,9.93
TRINITY_DN15220_c0_g3,3.43,12.48,0,0,0,9.87
TRINITY_DN15221_c0_g1,0,0,0,0,0,0
TRINITY_DN152225_c0_g1,0,0,0,0,0,0
TRINITY_DN152228_c0_g1,0,0,0,11.83,0,0
TRINITY_DN152243_c0_g1,0,0,0,0,0,0
TRINITY_DN15226_c0_g1,465.05,361.99,194.41,324.02,348.72,333.75
TRINITY_DN152278_c0_g1,0,0,0,0,0,0
TRINITY_DN15227_c0_g1,10.09,4.59,0,0,9.81,0
TRINITY_DN152283_c0_g1,0,0,0,0,0,0
TRINITY_DN152298_c0_g1,0,0,0,0,0,0
TRINITY_DN1522_c1_g1,22.45,26.46,72.17,6.79,33.45,38.3
TRINITY_DN152305_c0_g1,0,0,0,8.26,0,0
TRINITY_DN152312_c0_g1,0,0,0,0,0,0
TRINITY_DN152318_c0_g1,0,0,0,0,0,0
TRINITY_DN15231_c0_g2,13.99,23.37,13.68,0.56,2.16,0.55
TRINITY_DN15232_c0_g1,0,9.99,7.59,16.6,4.15,0
TRINITY_DN15233_c0_g1,0,4.99,0,0,5.31,0
TRINITY_DN15234_c1_g1,0,0,0.5,0,2.74,0
TRINITY_DN15234_c2_g1,41.58,21.07,18.77,23.67,19.56,16.42
TRINITY_DN152352_c0_g1,0,0,0,0,0,0
TRINITY_DN152355_c0_g1,0,5.29,5.26,0,0,0
TRINITY_DN15235_c0_g1,0,1.1,0,0,0,0
TRINITY_DN152363_c0_g1,0,0,0,0,0,0
TRINITY_DN15236_c0_g1,0,0,0,0,0,0
TRINITY_DN15237_c0_g2,0,0,1.67,0,0,0
TRINITY_DN15237_c1_g1,0,0,0,0,0,0
TRINITY_DN152384_c0_g1,0,0,0,0,0,0
TRINITY_DN15239_c0_g1,0,0,0,0,0,0
TRINITY_DN1523_c1_g1,87.25,172.66,226.03,63.37,91.31,18.02
TRINITY_DN1523_c3_g2,62.32,22.87,21.03,28.92,49.57,49.33
TRINITY_DN1523_c3_g3,8419.96,9161.14,12121.04,6846.91,4438.32,4225.03
TRINITY_DN1523_c3_g4,5.42,0,1.08,0,1.11,0
TRINITY_DN1523_c4_g2,1.24,2.3,0.75,0.84,1.23,0
TRINITY_DN152426_c0_g1,0,0,0,6.3,0,0
TRINITY_DN15242_c0_g1,0,64.51,236.12,11.06,118.69,42.04
TRINITY_DN15243_c0_g2,37.49,21.07,6.42,22.27,54.12,35.67
TRINITY_DN152449_c0_g1,0,0,0,10.01,0,0
TRINITY_DN15245_c0_g1,0,0,0,0,0,0
TRINITY_DN152479_c0_g1,0,0,0,0,0,0
TRINITY_DN15247_c0_g1,0,0,0,0.84,0,0
TRINITY_DN152480_c0_g1,0,0,0,0,0,0
TRINITY_DN152486_c0_g1,0,0,0,34.24,0,0
TRINITY_DN15248_c0_g1,0,0,2.67,3.01,2.92,5.64
TRINITY_DN15248_c1_g1,0.95,25.26,5.51,0,9.75,2.88
TRINITY_DN15249_c0_g1,0,0,0,0,0,0
TRINITY_DN15249_c1_g1,0,0,0,0,0,0
TRINITY_DN1524_c1_g1,0.57,1.6,1.08,3.78,0.58,2.02
TRINITY_DN152509_c0_g1,0,0,0,0,0,0
TRINITY_DN152520_c0_g1,0,0,0,0,0,0
TRINITY_DN15252_c0_g1,7.14,0,13.02,0,5.6,0
TRINITY_DN15253_c0_g2,0,2.1,0.75,1.54,6.07,6.68
TRINITY_DN15255_c0_g1,31.59,38.94,17.44,24.79,35.15,24.76
TRINITY_DN152565_c0_g1,0,0,0,0,0,0
TRINITY_DN152573_c0_g1,0,0,0,0,0,0
TRINITY_DN1525_c0_g1,919.55,1000.09,1089.59,693.41,665.1,607.02
TRINITY_DN1525_c1_g1,25.78,29.96,8.68,44.82,25.34,55.95
TRINITY_DN1525_c3_g1,6.28,22.97,4.92,8.75,12.38,3
TRINITY_DN152608_c0_g1,0,0,0,0,0,0
TRINITY_DN15261_c1_g3,6.09,14.48,4.17,0,2.98,2.94
TRINITY_DN15261_c3_g1,1.14,3.99,20.36,0,10.86,0
TRINITY_DN152620_c0_g1,0,3.3,0,0,10.68,6.93
TRINITY_DN152632_c0_g1,4.28,0,0,0,0,0
TRINITY_DN152634_c0_g1,0,0,0,0,0,0
TRINITY_DN15263_c0_g1,143.95,69.2,22.28,85.64,71.87,57.24
TRINITY_DN15264_c0_g1,0,0.5,0,0,0.47,0.49
TRINITY_DN15264_c1_g1,12.46,11.38,2.59,7.84,5.14,12.07
TRINITY_DN152655_c0_g1,0,0,0,0,0,0
TRINITY_DN15265_c0_g1,0,0,0,1.89,0,0
TRINITY_DN15266_c0_g1,107.8,34.35,21.19,38.44,5.72,69.62
TRINITY_DN15266_c0_g2,144.62,75.89,40.05,22.97,32.58,41.8
TRINITY_DN152696_c0_g1,0,7.99,0,0,0,0
TRINITY_DN152699_c0_g1,0,0,0,19.82,0,0
TRINITY_DN15269_c0_g1,0,0,0,0,0,0
TRINITY_DN1526_c6_g1,11.42,12.68,7.43,9.24,10.22,54.85
TRINITY_DN152706_c0_g1,0,9.39,0,0,0,0
TRINITY_DN15270_c0_g1,0,0,0,0,0,0
TRINITY_DN152719_c0_g1,0,0,0,0,0,0
TRINITY_DN152733_c0_g1,0,0,0,0,0,0
TRINITY_DN15273_c1_g1,1372.42,1284.78,1131.39,621.63,889.7,1128.6
TRINITY_DN152766_c0_g1,0,0,0,0,0,0
TRINITY_DN15276_c0_g1,62.22,38.45,54.23,54.76,5.31,6.62
TRINITY_DN152798_c0_g1,0,0,0,0,0,0
TRINITY_DN1527_c0_g1,0,1.8,0,5.95,0,0
TRINITY_DN15280_c1_g1,0,0,0,0,0,0
TRINITY_DN152812_c0_g1,0,0,0,0,0,0
TRINITY_DN15281_c0_g1,4.38,6.19,13.52,5.46,6.71,5.15
TRINITY_DN152825_c0_g1,7.9,0,0,0,0,0
TRINITY_DN15282_c0_g1,129.3,122.73,31.12,0,80.98,86.9
TRINITY_DN15283_c0_g1,0,0,3.5,13.03,0,3.74
TRINITY_DN15284_c0_g1,0.86,3.2,0.83,0.91,0,3.43
TRINITY_DN15284_c1_g1,541.74,568.5,147.93,462.88,275.27,236.37
TRINITY_DN152851_c0_g1,0,0,0,0,0,0
TRINITY_DN152866_c0_g1,0,0,0,130.67,0,0
TRINITY_DN15286_c0_g1,0,0,0,0,0,0
TRINITY_DN15287_c0_g1,0,0,0,0,0,0
TRINITY_DN152881_c0_g1,0,0,0,0,0,0
TRINITY_DN152886_c0_g1,0,0,0,0,0,0
TRINITY_DN152892_c0_g1,0,0,0,12.32,0,0
TRINITY_DN1528_c0_g1,1.52,0,1.33,0,0,0
TRINITY_DN152915_c0_g1,0,0,0,15.06,0,0
TRINITY_DN15291_c0_g1,9.32,1.4,0,14.29,0,0
TRINITY_DN15293_c0_g1,0,0,0,0,0,0
TRINITY_DN152941_c0_g1,0,0,0,47.62,0,0
TRINITY_DN152944_c0_g1,0,0,0,0,0,0
TRINITY_DN152948_c0_g1,0,0,0,0,0,0
TRINITY_DN152949_c0_g1,0,0,0,0,0,0
TRINITY_DN15295_c0_g1,8.09,16.18,0,594.32,4.79,0
TRINITY_DN152967_c0_g1,0,0,0,0,0,0
TRINITY_DN15297_c0_g1,12.65,46.83,28.45,4.06,4.44,12.44
TRINITY_DN152982_c0_g1,0,0,0,0,0,0
TRINITY_DN152997_c0_g1,0,0,0,8.26,0,0
TRINITY_DN152998_c0_g1,13.61,0,0,0,0,0
TRINITY_DN1529_c0_g2,0,0,8.59,0,0,18.32
TRINITY_DN1529_c0_g3,18.17,24.47,19.19,20.31,5.96,4.17
TRINITY_DN1529_c1_g1,62.6,75.39,118.31,35.64,39.76,46.02
TRINITY_DN152_c0_g1,15.7,14.58,20.44,23.53,34.97,29.35
TRINITY_DN152_c1_g1,1419.71,759.43,284.93,1566.86,1757.5,669.34
TRINITY_DN152_c1_g2,1386.5,2061.38,2477.21,969.88,2900.05,1694.62
TRINITY_DN153001_c0_g1,0,0,0,24.58,0,0
TRINITY_DN15300_c0_g1,96.38,60.21,55.07,88.44,53.54,83.53
TRINITY_DN153017_c0_g1,0,0,0,7.98,0,0
TRINITY_DN153039_c0_g1,0,0,0,0,0,0
TRINITY_DN15304_c0_g1,245.18,59.52,31.79,74.51,79.23,63.06
TRINITY_DN15305_c0_g1,96.09,29.46,4.51,55.67,59.38,38.79
TRINITY_DN15305_c1_g1,36.53,19.87,12.27,22.9,36.55,27.7
TRINITY_DN15306_c0_g1,0,0,0,57.56,0,0
TRINITY_DN15308_c0_g1,0,0,0,0,0,0
TRINITY_DN15309_c0_g1,0,0,0.58,0,0,0
TRINITY_DN15309_c0_g2,1.9,0,2.67,0,1.93,1.84
TRINITY_DN1530_c0_g2,0,0,1.42,0,0,0
TRINITY_DN1530_c0_g3,16.65,11.08,2.84,8.26,4.09,22.92
TRINITY_DN1530_c5_g1,0,0,0.67,0,0,0
TRINITY_DN15310_c0_g1,0,0,0,0,0,0
TRINITY_DN15311_c0_g1,0,0,0,0,0,0
TRINITY_DN153132_c0_g1,0,0,0,0,0,0
TRINITY_DN153134_c0_g1,0,0,0,0,0,0
TRINITY_DN15313_c0_g1,11.89,7.89,7.01,5.53,18.04,1.04
TRINITY_DN153145_c0_g1,0,0,0,0,0,0
TRINITY_DN15314_c0_g1,24.45,17.97,4.92,13.45,23,10.42
TRINITY_DN15315_c0_g1,19.69,15.38,18.19,9.8,35.91,20.59
TRINITY_DN15315_c0_g2,0,4.69,2.34,5.25,0,0
TRINITY_DN15315_c1_g2,0,0,0,5.04,9.69,0
TRINITY_DN15316_c0_g1,0,0,0,1.19,0,0
TRINITY_DN153171_c0_g1,0,5.09,0,0,0,0
TRINITY_DN153175_c0_g1,0,0,0,0,0,0
TRINITY_DN153178_c0_g1,0,0,0,0,0,0
TRINITY_DN153188_c0_g1,0,0,0,14.85,0,0
TRINITY_DN15318_c0_g1,1.81,0,0,0,0,0
TRINITY_DN153195_c0_g1,0,0,0,0,5.96,0
TRINITY_DN15319_c0_g1,0,0.6,0,172.97,0.82,0.61
TRINITY_DN1531_c0_g1,1.43,1.3,2.92,3.01,0.7,2.82
TRINITY_DN1531_c1_g1,196.47,165.07,147.26,128.99,166.92,151.49
TRINITY_DN153201_c0_g1,8.66,0,0,0,0,0
TRINITY_DN153205_c0_g1,0,0,0,0,0,0
TRINITY_DN15320_c0_g1,0,0,0,62.74,1.87,0.61
TRINITY_DN15321_c0_g1,0,0,0,0.63,0,0
TRINITY_DN153228_c0_g1,0,0,0,0,0,0
TRINITY_DN15322_c0_g1,18.84,11.78,26.28,18.14,23.82,29.91
TRINITY_DN153233_c0_g1,0,0,0,0,0,0
TRINITY_DN15325_c0_g1,195.33,119.43,14.6,0,0,0
TRINITY_DN15325_c1_g1,0,0,0,0,0,0
TRINITY_DN153260_c0_g1,0,0,0,0,0,0
TRINITY_DN153262_c0_g1,0,0,0,34.52,0,0
TRINITY_DN15326_c0_g2,0,15.68,3.92,0,0,0
TRINITY_DN15328_c0_g1,1.33,1.6,6.84,4.2,0,0.86
TRINITY_DN15329_c0_g1,0.76,3.89,2.34,0,0,0
TRINITY_DN1532_c0_g1,40.34,590.46,90.28,10001.01,8.99,224.85
TRINITY_DN1532_c0_g2,10.56,5764.45,148.77,13.52,399.63,69.01
TRINITY_DN153305_c0_g1,0,0,0,0,0,0
TRINITY_DN153318_c0_g1,0,0,0,0,0,0
TRINITY_DN15332_c0_g1,0,0,0,0,0,0
TRINITY_DN153343_c0_g1,0,0,0,0,0,0
TRINITY_DN15334_c0_g1,22.26,40.44,41.97,21.22,27.09,67.53
TRINITY_DN15334_c1_g1,2,1.8,2.34,0.98,0.88,0.61
TRINITY_DN153351_c0_g1,0,0,0,0,0,0
TRINITY_DN15335_c0_g1,10.75,11.68,17.19,9.87,8.23,22.8
TRINITY_DN15335_c1_g2,1.24,1.9,0.75,0.84,2.04,6.25
TRINITY_DN153404_c0_g1,0,0,0,8.68,0,0
TRINITY_DN15340_c0_g1,5.99,6.39,5.59,4.13,2.45,10.66
TRINITY_DN153420_c0_g1,0,0,0,0,0,0
TRINITY_DN15343_c0_g1,0,0,0,0,0,0
TRINITY_DN15345_c1_g1,0.57,0,0,0.56,0,0.55
TRINITY_DN153464_c0_g1,0,0,0,0,0,0
TRINITY_DN153469_c0_g1,0,0,0,0,0,0
TRINITY_DN15349_c1_g1,0,0,0,39.36,0,0
TRINITY_DN1534_c2_g1,351.64,273.41,168.79,164.56,207.78,180.66
TRINITY_DN15350_c0_g2,0,0,0,178.99,0,0
TRINITY_DN15351_c0_g2,3.43,7.79,2.75,13.59,5.08,14.1
TRINITY_DN15352_c0_g2,1.81,7.29,2.42,7.07,8.47,10.79
TRINITY_DN15352_c1_g1,74.4,7.09,85.27,5.32,7.71,5.03
TRINITY_DN15352_c3_g1,0,20.37,20.19,19.96,50.73,0
TRINITY_DN15353_c0_g2,8.47,19.17,7.59,4.27,16.46,4.04
TRINITY_DN153543_c0_g1,0,0,0,0,0,0
TRINITY_DN15354_c0_g1,18.36,4.19,19.19,3.5,5.6,10.3
TRINITY_DN15355_c0_g1,8.09,8.09,4.09,3.64,7.88,7.72
TRINITY_DN15357_c0_g1,14.18,11.28,1.67,1.82,0.88,0.86
TRINITY_DN1535_c0_g1,22.45,5.99,25.11,11.69,6.89,14.1
TRINITY_DN1535_c0_g2,0,0,1,0,0.53,1.59
TRINITY_DN1535_c0_g3,93.05,49.13,46.14,33.12,79.87,43.02
TRINITY_DN1535_c1_g1,24.64,22.77,7.51,20.03,22.65,16.98
TRINITY_DN153608_c0_g1,0,0,0,0,0,0
TRINITY_DN15361_c0_g1,329.19,156.48,133.41,220.38,315.09,359.25
TRINITY_DN15361_c1_g1,11.23,47.73,16.1,24.65,32.05,35.3
TRINITY_DN15361_c2_g1,19.31,2,5.17,2.24,12.14,1.59
TRINITY_DN153629_c0_g1,0,0,0,0,0,0
TRINITY_DN15362_c0_g3,3.14,7.09,0,4.76,0,6.01
TRINITY_DN15363_c0_g2,0,0,0,0,0,0
TRINITY_DN153648_c0_g1,0,0,0,0,0,0
TRINITY_DN15365_c0_g1,12.18,0.8,0,598.38,1.87,0.86
TRINITY_DN15366_c0_g1,0,0,0,0,0,0
TRINITY_DN153672_c0_g1,0,0,0,0,0,0
TRINITY_DN15368_c0_g1,0,0,0,0,0,0
TRINITY_DN1536_c0_g1,1.14,1,0,0.56,0,0.8
TRINITY_DN1536_c0_g2,0.76,0,0,0.35,0,0
TRINITY_DN1536_c1_g1,0,0,3.34,3.85,0,6.19
TRINITY_DN1536_c2_g1,114.93,83.38,26.03,54.27,124.76,63.61
TRINITY_DN153709_c0_g1,0,0,0,0,0,0
TRINITY_DN15372_c0_g1,302.65,408.52,232.2,172.2,277.79,282.27
TRINITY_DN153748_c0_g1,0,0,0,39.15,0,0
TRINITY_DN15377_c0_g1,0,0,0,0,0,0
TRINITY_DN15377_c0_g2,0,0,0,0,0,0
TRINITY_DN15379_c0_g1,8.85,0,0,0,0,0
TRINITY_DN15381_c0_g2,18.55,40.04,24.53,10.29,18.1,55.83
TRINITY_DN153822_c0_g1,0,0,0,0,0,0
TRINITY_DN15384_c0_g1,0,0,0,0,0,0
TRINITY_DN15386_c0_g1,0,5.29,11.93,1.47,86,5.58
TRINITY_DN153874_c0_g1,0,0,0,0,0,0
TRINITY_DN15387_c0_g1,0,0,0,0,0,0
TRINITY_DN15388_c0_g2,0,0,0,0,0.88,0
TRINITY_DN15389_c0_g1,8454.41,6240.87,9103.17,8781.97,7393.37,3879.94
TRINITY_DN1538_c0_g1,908.8,776.2,697.77,657.14,677.18,714.02
TRINITY_DN1538_c1_g1,0.38,0,0,34.1,0,0
TRINITY_DN15394_c0_g1,7.61,9.49,4.42,7.7,5.31,4.72
TRINITY_DN153950_c0_g1,0,0,0,0,0,0
TRINITY_DN15395_c0_g2,27.31,20.77,6.01,29.9,23.24,31.01
TRINITY_DN15395_c0_g3,208.27,137.9,74.67,203.92,198.56,234.53
TRINITY_DN15398_c0_g1,6281.65,5138.53,4935.05,4411.58,3791.15,4062.32
TRINITY_DN15398_c0_g2,4.09,1.9,0.58,1.4,2.51,3.92
TRINITY_DN15399_c0_g1,349.36,506.88,173.55,312.6,196.46,216.52
TRINITY_DN1539_c0_g1,93.05,53.42,4.09,105.11,78.82,97.99
TRINITY_DN153_c0_g1,447.45,63.71,84.69,149.79,156.35,99.95
TRINITY_DN153_c0_g2,28.73,54.22,48.98,16.74,40.28,17.77
TRINITY_DN154017_c0_g1,0,0,0,0,0,0
TRINITY_DN154019_c0_g1,0,0,0,0,0,0
TRINITY_DN154023_c0_g1,0,0,0,0,0,0
TRINITY_DN15402_c0_g1,0,0,0,0,0,0
TRINITY_DN15404_c0_g1,247.37,70.3,59.24,125.14,201.13,174.41
TRINITY_DN154052_c0_g1,17.7,8.09,0,0,0,0
TRINITY_DN154055_c0_g1,0,0,0,0,0,0
TRINITY_DN15405_c0_g1,15.22,3.1,0,0,9.05,3.19
TRINITY_DN154065_c0_g1,0,0,0,10.5,0,0
TRINITY_DN154068_c0_g1,0,0,0,0,0,0
TRINITY_DN154087_c0_g1,0,0,0,25.91,0,0
TRINITY_DN1540_c0_g2,16.36,12.78,14.93,5.53,13.84,0
TRINITY_DN1540_c7_g1,21.69,25.36,26.37,18,23.53,18.32
TRINITY_DN1540_c8_g1,5.71,0,10.51,3.85,0,0
TRINITY_DN154117_c0_g1,9.61,0,0,0,0,0
TRINITY_DN15411_c0_g1,571.61,229.08,166.7,248.04,481.89,352.2
TRINITY_DN15412_c0_g1,0,0,0,0,0,0
TRINITY_DN15413_c0_g1,354.12,269.02,291.19,424.86,332.72,405.45
TRINITY_DN15415_c0_g1,109.13,5.49,0,21.71,6720.97,5374.16
TRINITY_DN154174_c0_g1,0,0,0,0,0,0
TRINITY_DN15419_c0_g1,0,0,0,0,0,0
TRINITY_DN1541_c0_g1,3.52,1.7,3.42,1.26,2.98,3
TRINITY_DN154215_c0_g1,0,0,0,0,0,8.15
TRINITY_DN154218_c0_g1,0,0,0,0,0,0
TRINITY_DN154219_c0_g1,0,0,0,0,0,0
TRINITY_DN154221_c0_g1,0,0,0,1.12,0,0
TRINITY_DN154228_c0_g1,0,0,0,2.66,0,2.51
TRINITY_DN15422_c0_g2,22.26,101.26,121.98,18.7,58.5,137.34
TRINITY_DN154230_c0_g1,0,0,0,19.61,0,0
TRINITY_DN154233_c0_g1,0,4.79,2.42,0,0,0
TRINITY_DN15423_c0_g1,88.01,39.44,6.42,24.58,29.31,27.7
TRINITY_DN154242_c0_g1,0,0,0,22.9,0,0
TRINITY_DN154243_c0_g1,4.28,3.89,19.61,8.75,0,8.27
TRINITY_DN154244_c0_g1,0,0,0,0,0,0
TRINITY_DN154247_c0_g1,0,0,0,0,0,0
TRINITY_DN154248_c0_g1,0,0,0,0,0,0
TRINITY_DN154252_c0_g1,0,0,0,43.35,0,3.13
TRINITY_DN154255_c0_g1,25.31,15.88,5.84,0,1.58,13.73
TRINITY_DN154256_c0_g1,0,0.7,0,0,0,0
TRINITY_DN154258_c0_g1,0,0,0,0,0,0
TRINITY_DN154259_c0_g1,0,0,0,0,0,0
TRINITY_DN154262_c0_g1,0,0,0,0,0,0
TRINITY_DN154263_c0_g1,0,0,0,0,0,0
TRINITY_DN154264_c0_g1,0,0,0,22.55,0,0
TRINITY_DN154266_c0_g1,0,0,0,28.64,0,0
TRINITY_DN154267_c0_g1,0,0,0,0,0,0
TRINITY_DN154268_c0_g1,0,0,0,19.54,0,0
TRINITY_DN154270_c0_g1,0,0,0,0,0,0
TRINITY_DN154273_c0_g1,0,0,0,0,0,0
TRINITY_DN154276_c0_g1,0,0,0,42.16,0,0
TRINITY_DN154279_c0_g1,0,0,0,9.73,0,0
TRINITY_DN15427_c0_g1,15.13,3.89,25.11,6.51,4.73,6.99
TRINITY_DN154280_c0_g1,0,0,0,0,0,0
TRINITY_DN154283_c0_g1,0,0,0,0,0,0
TRINITY_DN154289_c0_g1,8.75,76.09,4.26,4.41,25.69,65.51
TRINITY_DN154295_c0_g1,0,2,0,3.85,5.14,5.76
TRINITY_DN154296_c0_g1,0,0,0,23.6,0,1.59
TRINITY_DN1542_c0_g1,449.74,228.78,185.64,140.47,166.16,161.05
TRINITY_DN154304_c0_g1,0,2.2,0,36.06,0.82,0
TRINITY_DN154313_c0_g1,0,0,0,24.44,0,0
TRINITY_DN154315_c0_g1,0,0,0,8.33,0,0
TRINITY_DN154317_c0_g1,0,0,0,0,0,0
TRINITY_DN154318_c0_g1,0,0,0,49.72,1.11,1.59
TRINITY_DN154319_c0_g1,5.42,0,0,0,0,0
TRINITY_DN154321_c0_g1,0,0,0,0,0,0
TRINITY_DN154322_c0_g1,7.9,0,0,0,0,0
TRINITY_DN154323_c0_g1,0,0,0,0,0,0
TRINITY_DN15432_c0_g1,34.92,2.2,3.67,8.05,21.25,40.2
TRINITY_DN15432_c1_g1,0,0,0,0,2.69,13.05
TRINITY_DN154335_c0_g1,0,0,0,0,0,0
TRINITY_DN15433_c0_g1,1.71,13.28,0,2.66,3.39,9.13
TRINITY_DN154341_c0_g1,0,0.7,0,37.74,0,0
TRINITY_DN154343_c0_g1,0,0,0,0,0,0
TRINITY_DN154344_c0_g1,0,0,0,0,0,0
TRINITY_DN154346_c0_g1,0,0,0,0,0,0
TRINITY_DN15434_c0_g1,23.4,15.18,0,6.79,0,9.56
TRINITY_DN154352_c0_g1,0,0,0,29.55,0,0
TRINITY_DN154361_c0_g1,0,0,0,0,0,0
TRINITY_DN154362_c0_g1,0,0,0,0,0,1.72
TRINITY_DN154363_c0_g1,0,0,0,0,0,0
TRINITY_DN154366_c0_g1,0,1.4,0,321.64,1.4,0
TRINITY_DN154368_c0_g1,0,0,0,81.86,0,0
TRINITY_DN154370_c0_g1,0,0,0,5.74,0,0
TRINITY_DN154371_c0_g1,0,4.49,0,142.79,2.39,0
TRINITY_DN154372_c0_g1,0,0,0,2.94,0,0
TRINITY_DN154375_c0_g1,0,0,0,10.29,0,0
TRINITY_DN154379_c0_g1,0,0,0,0,0,0
TRINITY_DN15437_c0_g1,0,0,0,2.59,0,0
TRINITY_DN154383_c0_g1,0,0,0,0,0,0
TRINITY_DN154385_c0_g1,0,0,0,0,0,0
TRINITY_DN154388_c0_g1,0,0,0,24.93,0,0
TRINITY_DN154391_c0_g1,0,0,0,0,0,0
TRINITY_DN154392_c0_g1,0,0,0,0,0,0
TRINITY_DN154393_c0_g1,0,0,0,0,0,0
TRINITY_DN154394_c0_g1,0,0,0,0,0,0
TRINITY_DN154395_c0_g1,0,1.8,0,0.63,1.28,0.61
TRINITY_DN154397_c0_g1,0,0,0,8.82,0,0
TRINITY_DN154399_c0_g1,3.43,0,0,0,9.98,3.25
TRINITY_DN15439_c0_g1,0,0,0,0,0,0
TRINITY_DN154402_c0_g1,4.38,2,0,4.41,0,6.25
TRINITY_DN154403_c0_g1,0,0,0,0,0,0
TRINITY_DN154404_c0_g1,0,0,0,0,0,0
TRINITY_DN15440_c0_g1,18.17,29.86,23.95,44.68,18.8,42.71
