SeqName,CAS1_C0,CAS2_C0,CAS3_C0,LOP1_C0,LOP2_C0,LOP5_C0
TRINITY_DN34270_c0_g1,0.95,4.99,0,3.71,0,2.39
TRINITY_DN34271_c0_g1,0,0,0,0,0,0
TRINITY_DN34274_c0_g1,0,0,0,0,0,0
TRINITY_DN34278_c0_g1,0,0,0,0,0,0
TRINITY_DN3427_c13_g2,0,0,0,3.01,0,0.98
TRINITY_DN3427_c1_g1,39.01,29.56,54.9,47.13,18.62,12.13
TRINITY_DN3427_c2_g1,136.24,88.87,45.64,63.65,75.26,65.14
TRINITY_DN3427_c2_g2,0,0,0,0,0,0
TRINITY_DN3427_c30_g1,241.47,169.06,162.2,251.26,241.18,224.05
TRINITY_DN3427_c3_g1,3.43,1,0,0,2.22,2.14
TRINITY_DN34283_c0_g1,0,0,0,0,0,0
TRINITY_DN34284_c0_g1,0,1.2,0,28.22,0,0
TRINITY_DN34285_c0_g1,0,0,1.67,0,0,0
TRINITY_DN34286_c1_g1,6.28,24.67,5.76,2.1,2.04,6.01
TRINITY_DN34286_c2_g1,3.52,17.58,1.59,3.57,12.03,5.03
TRINITY_DN34287_c0_g1,0,0,0,0,0,0
TRINITY_DN34288_c0_g1,0,0,0,47.13,0,0
TRINITY_DN3428_c0_g1,559.05,693.12,1230.26,939.84,924.84,727.99
TRINITY_DN3428_c1_g1,1.24,3.2,1.67,13.66,0,19.73
TRINITY_DN34290_c0_g1,0,0,0,0,0,0
TRINITY_DN34291_c0_g1,99.52,34.95,10.51,24.37,23.06,20.22
TRINITY_DN34291_c1_g1,0,0,0,1.82,0,0
TRINITY_DN34292_c0_g1,10.94,14.68,0,5.11,8.12,28.56
TRINITY_DN34293_c2_g1,0,0.3,0,0,0,0
TRINITY_DN34294_c1_g1,0.57,0,0,0,0,0
TRINITY_DN34295_c0_g1,0,0,0,0,0,0
TRINITY_DN34296_c0_g1,0,0.3,0,38.44,0,0
TRINITY_DN3429_c0_g1,0,0,0.58,2.1,0,0
TRINITY_DN342_c0_g1,0.76,0.8,0,0.42,0,0
TRINITY_DN34300_c0_g1,0,0,0,27.1,0,0
TRINITY_DN34302_c0_g1,0,0,0,0.91,0,0
TRINITY_DN34305_c0_g1,0,30.86,4.42,3.5,3.62,11.15
TRINITY_DN34305_c3_g1,0,0,0,0,0,0
TRINITY_DN34306_c0_g1,5.61,4.09,0,1.12,1.11,0
TRINITY_DN34309_c0_g1,0,0,0,0,0,3.62
TRINITY_DN3430_c0_g1,256.98,14.08,5.84,44.68,33.92,8.7
TRINITY_DN34310_c0_g1,17.41,2.6,0,5.88,0,5.58
TRINITY_DN34311_c0_g1,1.14,0,0,0,0,0
TRINITY_DN34315_c0_g1,2.09,0,0,181.23,0,0
TRINITY_DN34317_c0_g1,105.8,124.62,2.84,51.75,89.33,138.69
TRINITY_DN34318_c0_g1,0,0,0,0,0,0
TRINITY_DN34319_c0_g1,0,0,0,0,0,6.5
TRINITY_DN3431_c0_g1,916.88,1244.34,1282.91,684.24,925.19,1243.57
TRINITY_DN34329_c1_g1,0,0,0,0,0,0
TRINITY_DN34329_c2_g1,0,0,0,0,0,0
TRINITY_DN34329_c4_g1,0,0,0,0,0,0
TRINITY_DN3432_c0_g1,237.76,160.47,138.5,74.72,161.25,171.23
TRINITY_DN34331_c0_g1,17.79,31.56,11.6,26.12,35.44,6.13
TRINITY_DN34331_c0_g2,0.57,0,3.09,2.31,1.11,3.25
TRINITY_DN34333_c0_g2,0,0,0,0,0,0
TRINITY_DN34336_c1_g1,0,0,0,0,0,0.31
TRINITY_DN3433_c0_g1,190.09,23.07,25.95,31.02,31.35,24.02
TRINITY_DN34342_c0_g1,0,0,0,0,0,0
TRINITY_DN34344_c0_g1,109.6,171.76,73.01,24.79,141.11,125.39
TRINITY_DN34347_c0_g2,0,1.8,0,0,0,0
TRINITY_DN34348_c0_g1,0,0,0,0,0,0
TRINITY_DN3434_c1_g1,15.7,29.06,36.21,38.23,28.72,26.66
TRINITY_DN34353_c0_g1,0,8.29,0,0,0,0
TRINITY_DN34355_c0_g1,0,0,0,0,0,0
TRINITY_DN3435_c0_g1,965.21,359.89,252.73,247.83,593.81,685.89
TRINITY_DN3435_c3_g1,0,0,0,0,0,0
TRINITY_DN34362_c0_g1,0,0,0,124.3,0.82,0.8
TRINITY_DN34366_c0_g1,0,0,0,0,0,0
TRINITY_DN3436_c0_g1,91.34,70.3,90.19,44.47,88.04,86.41
TRINITY_DN34370_c0_g1,153.75,173.45,90.36,111.62,138.02,89.96
TRINITY_DN34371_c0_g1,11.89,19.47,29.04,10.78,5.14,35.24
TRINITY_DN34374_c0_g2,0,0,0,0,0,0
TRINITY_DN34376_c0_g1,0,0,0,0,0,0
TRINITY_DN34378_c0_g1,3.04,15.38,12.27,3.29,2.74,46.58
TRINITY_DN3437_c0_g1,988.52,388.15,119.81,480.18,316.96,264.44
TRINITY_DN34380_c0_g1,0,0,0,0,0,0
TRINITY_DN34382_c0_g1,0,0,0,0,0,0
TRINITY_DN34382_c0_g2,0,0,0,0,0,0
TRINITY_DN34386_c0_g1,0,0,0,0,0.23,0
TRINITY_DN34388_c0_g1,17.13,1.7,8.76,7.77,1.87,3.68
TRINITY_DN34388_c0_g2,23.88,38.05,21.44,42.37,34.97,39.77
TRINITY_DN34388_c0_g3,21.98,0,0,0,0,0
TRINITY_DN3438_c0_g1,0,0,0,1.33,0,0
TRINITY_DN34395_c0_g1,0,0,0,0,0,0
TRINITY_DN34396_c0_g1,1.9,1,0,0,0.93,0
TRINITY_DN34399_c0_g1,0,0,0,0,0,0
TRINITY_DN3439_c0_g1,2.47,2.3,5.34,1.26,1.23,0.37
TRINITY_DN343_c0_g1,6.18,8.19,3.42,5.74,3.09,3.31
TRINITY_DN343_c1_g1,0,0,0,0,0,0
TRINITY_DN34400_c0_g1,0,0,0,0,0,0
TRINITY_DN34404_c0_g1,0,0,0,0,0,0
TRINITY_DN34406_c0_g1,45.86,22.77,30.29,10.64,28.37,335.59
TRINITY_DN34409_c0_g1,0,9.59,0,0,0,0
TRINITY_DN3440_c0_g1,0,0,1.33,0,0,2.82
TRINITY_DN34413_c0_g2,12.84,9.89,4.76,6.09,16.46,10.3
TRINITY_DN34415_c0_g1,0,0,0,32.84,0,0
TRINITY_DN34416_c0_g2,0,0,0,0,0,0
TRINITY_DN34418_c0_g1,1.9,0,0,0,0,0
TRINITY_DN3441_c0_g1,76.3,59.52,15.02,73.95,51.73,105.47
TRINITY_DN3441_c1_g1,11.32,5.09,7.76,8.61,31.88,24.45
TRINITY_DN34420_c0_g2,0,0,0,0,0,0
TRINITY_DN34420_c1_g1,0,0,0,33.19,0,0
TRINITY_DN34428_c0_g1,0,0,1.84,0,0,0
TRINITY_DN3442_c0_g1,0.67,0,0,0,0,0
TRINITY_DN34432_c0_g3,451.07,227.28,160.03,219.89,218.29,236.49
TRINITY_DN34432_c0_g4,3.14,1.4,0,0,0.76,0.74
TRINITY_DN34433_c0_g1,0,0,0,0,0,0
TRINITY_DN34433_c1_g1,20.93,24.86,18.69,0,13.54,26.41
TRINITY_DN34434_c0_g2,5.14,2.4,4.76,2.66,7.59,0
TRINITY_DN3443_c0_g1,12.56,9.99,1,7.49,9.81,2.51
TRINITY_DN3443_c2_g1,131.87,73.2,98.12,59.66,53.6,47.43
TRINITY_DN3443_c3_g1,2.09,6.79,4.84,2.66,10.8,7.6
TRINITY_DN34443_c0_g1,0,0,0,0,0,0
TRINITY_DN34443_c2_g1,0,0,0,0,0,0
TRINITY_DN34445_c0_g1,0,8.69,0,9.66,0,22.68
TRINITY_DN34447_c0_g1,12.65,0,0,0,0,0
TRINITY_DN3444_c0_g1,66.6,21.07,27.53,30.53,44.08,47.13
TRINITY_DN3444_c0_g2,0,0,0,0,0,0
TRINITY_DN34455_c0_g1,0,0,0,21.15,0,0
TRINITY_DN34457_c0_g1,27.97,19.47,4.34,4.13,42.62,39.96
TRINITY_DN3445_c0_g1,337.37,285.7,183.06,186.41,292.73,231.9
TRINITY_DN34461_c0_g2,5.04,4.59,0,3.01,0,8.46
TRINITY_DN34461_c0_g3,12.37,11.28,0,16.74,0,62.94
TRINITY_DN34461_c0_g4,5.61,12.78,0,2.87,0,16.24
TRINITY_DN34461_c0_g6,0,0,5.84,6.58,0,24.7
TRINITY_DN34462_c0_g1,0,0,0,0,0,0
TRINITY_DN34466_c0_g1,0.38,1,0.67,0.35,0.35,0
TRINITY_DN3446_c0_g1,5.8,0.8,6.93,1.75,3.33,3.25
TRINITY_DN34470_c0_g2,0,0,0,0,0,0
TRINITY_DN34473_c0_g1,0,0,0,251.89,0,0
TRINITY_DN34474_c0_g1,3.33,0,3,0,0,0
TRINITY_DN34475_c0_g1,0,1.9,0,0,0,0
TRINITY_DN34476_c0_g1,0,0,0,0,0,0
TRINITY_DN34479_c0_g1,15.79,0.8,0,0,0,0
TRINITY_DN3447_c0_g1,38.63,41.34,69.92,51.54,68.48,51.91
TRINITY_DN34481_c5_g1,0,0,2.09,0,0,0
TRINITY_DN34483_c0_g1,0,0,0,0,0,0
TRINITY_DN34487_c0_g1,4.47,33.95,5.34,0.63,0.64,5.58
TRINITY_DN34496_c0_g1,0,2.5,8.68,2.73,5.31,6.5
TRINITY_DN34497_c0_g1,97.71,55.32,99.87,230.25,508.57,304.27
TRINITY_DN34497_c0_g2,0,0,0,0,0,0
TRINITY_DN3449_c0_g2,0,0.5,0,0,0,0
TRINITY_DN3449_c1_g1,682.64,805.56,727.81,355.32,524.69,674.24
TRINITY_DN344_c0_g1,2.09,3.2,1.25,0,0,0
TRINITY_DN34501_c0_g3,0,0,0,33.82,0,0
TRINITY_DN34501_c0_g4,0.38,2.3,0.42,0.42,0.41,0.43
TRINITY_DN34503_c0_g1,1588.68,1012.37,714.46,358.33,271.48,263.64
TRINITY_DN34507_c0_g1,10.09,5.89,3.5,13.03,9.17,4.54
TRINITY_DN3450_c0_g1,5.8,2,0.67,620.65,1.4,2.76
TRINITY_DN34511_c0_g1,5.99,9.09,5.51,2.03,9.81,3.86
TRINITY_DN34511_c1_g1,0.86,4.59,1.59,3.43,4.15,1.65
TRINITY_DN34513_c0_g1,0,0,0,0,0,0
TRINITY_DN34518_c0_g1,3.81,13.78,3.59,6.79,8.7,7.78
TRINITY_DN3451_c0_g1,49.47,93.67,74.09,45.38,41.98,47.8
TRINITY_DN34520_c0_g1,69.17,158.68,83.35,115.12,88.16,162.59
TRINITY_DN34524_c1_g2,4.47,2.4,1.67,0.91,6.19,5.15
TRINITY_DN34525_c0_g1,2.19,0,0,0,4.32,0
TRINITY_DN3452_c0_g1,722.98,437.68,553.18,196.15,349.07,231.9
TRINITY_DN34533_c0_g2,0,84.88,0,0,0,0
TRINITY_DN34533_c0_g3,7.8,0,14.18,0,0,0
TRINITY_DN34535_c0_g1,6.47,0,4.67,0.84,0.41,0
TRINITY_DN34535_c0_g2,0,0,0,0,0,0
TRINITY_DN3453_c0_g1,445.17,240.26,206.67,161.55,203.29,145.49
TRINITY_DN34541_c0_g1,0,0,0,0,0,0
TRINITY_DN34543_c0_g1,0,0,0,2.03,0,0
TRINITY_DN34543_c0_g2,0,0,0,0,0,0
TRINITY_DN34543_c1_g1,0,0,0,0,0,0
TRINITY_DN34543_c2_g1,0,0,0,0,0,0
TRINITY_DN3454_c0_g1,215.88,380.56,262.49,178.15,251.98,259.54
TRINITY_DN34556_c0_g1,0,0,0,0,0,0
TRINITY_DN34557_c0_g1,0,0,0,0,0,0
TRINITY_DN34558_c0_g1,4,10.98,0,0,8.06,7.54
TRINITY_DN3455_c0_g1,415.39,118.53,98.2,205.53,170.01,233.98
TRINITY_DN3455_c1_g1,93.33,38.35,89.03,39.08,28.61,53.87
TRINITY_DN34561_c0_g1,0,0,0,0,0,0
TRINITY_DN34561_c1_g1,0,18.47,0,0,0,7.72
TRINITY_DN34562_c0_g1,0,2.9,5.76,0,0,6.07
TRINITY_DN34569_c1_g1,0,6.89,0,9.8,5.08,8.21
TRINITY_DN3456_c0_g1,76.78,68.5,14.77,78.22,53.48,100.63
TRINITY_DN34577_c3_g1,0,0,0,0,0,0.86
TRINITY_DN34579_c0_g1,8.94,10.59,11.26,24.51,36.55,42.04
TRINITY_DN3457_c0_g1,152.8,93.27,25.28,48.11,59.26,90.82
TRINITY_DN3457_c0_g2,0,7.29,0,9.52,5.25,1.29
TRINITY_DN3457_c0_g3,13.61,6.19,12.52,11.55,62.29,51.23
TRINITY_DN3457_c16_g1,40.63,0,0,0,0,0
TRINITY_DN3457_c1_g1,120.35,66.31,115.14,28.64,63.81,110.62
TRINITY_DN3457_c2_g1,223.87,264.23,213.85,286.83,293.02,270.08
TRINITY_DN34582_c0_g1,38.91,17.87,34.63,9.87,38.07,27.76
TRINITY_DN34583_c0_g1,0,0,0,0,8.93,0
TRINITY_DN34585_c0_g1,0,4.29,0,2.45,0,0
TRINITY_DN3458_c0_g1,221.49,132.51,103.13,163.23,171.7,147.88
TRINITY_DN34594_c0_g1,0,0,0,0,0,0
TRINITY_DN34596_c0_g1,0,0,0,0,0,0
TRINITY_DN3459_c0_g1,5.14,2.5,0,1.19,1.17,3.37
TRINITY_DN3459_c2_g1,89.24,34.75,12.18,29.34,49.8,53.75
TRINITY_DN345_c0_g1,421.95,311.16,128.99,214.49,364.95,543.04
TRINITY_DN345_c1_g1,0,0,0.67,0,0,0
TRINITY_DN34608_c0_g1,2.47,0,0,0,0,0
TRINITY_DN34611_c0_g1,28.35,10.29,15.27,17.23,38.65,69.99
TRINITY_DN34613_c1_g1,116.55,176.65,34.29,68.56,188.46,219.95
TRINITY_DN34614_c0_g1,0,0,0,0,0,0
TRINITY_DN34617_c0_g1,50.52,38.85,56.32,19.12,54.24,61.71
TRINITY_DN34619_c0_g1,17.98,0,0,0,0,0
TRINITY_DN34620_c1_g1,0,0,0,0,0,4.66
TRINITY_DN3462_c0_g1,179.15,57.62,47.89,61.48,79.34,93.7
TRINITY_DN34630_c0_g1,9.13,4.19,0,0,4.09,0.67
TRINITY_DN34633_c0_g1,2.76,15.98,7.76,15.48,15.59,16.91
TRINITY_DN34638_c0_g1,0,0,1.17,1.68,0,1.59
TRINITY_DN3463_c0_g1,49.47,52.53,38.05,36.48,54.06,48.6
TRINITY_DN34640_c0_g1,4.85,0,1.5,63.93,4.73,89.35
TRINITY_DN34642_c0_g1,201.23,171.76,418.43,122.41,154.01,84.88
TRINITY_DN34645_c0_g1,0,0,0,0,0,0
TRINITY_DN34648_c0_g1,131.01,108.55,94.87,91.46,114.96,134.27
TRINITY_DN3464_c1_g1,63.55,18.17,41.97,72.48,162.01,63.74
TRINITY_DN3464_c2_g1,1010.22,858.29,707.78,643.2,1066.3,586.67
TRINITY_DN3464_c3_g1,2.76,0,0,0,0,0
TRINITY_DN3464_c3_g3,0,0,0,0.84,1.63,0
TRINITY_DN3464_c4_g1,1254.92,3522.02,780.79,838.09,652.54,1315.03
TRINITY_DN3464_c7_g1,9.42,13.08,24.61,25.7,27.79,7.91
TRINITY_DN3464_c8_g1,20.74,15.38,25.53,37.88,15.65,31.62
TRINITY_DN34652_c0_g1,0,0,0,0,0,0
TRINITY_DN34655_c0_g1,37.96,3.5,13.77,0,3.74,3.62
TRINITY_DN34659_c1_g1,0,8.49,0,113.44,299.45,26.47
TRINITY_DN3465_c1_g1,2.95,49.93,0,9.24,0.93,5.58
TRINITY_DN3465_c2_g1,4.09,0,3.59,0,0,0
TRINITY_DN34661_c1_g1,5.04,0,0,1.68,0,0
TRINITY_DN34667_c0_g1,47.38,21.57,21.36,28.85,87.87,13.54
TRINITY_DN34668_c0_g1,0,0,0,0,0,0
TRINITY_DN34671_c0_g2,21.22,54.72,28.95,39.57,29.37,43.94
TRINITY_DN34675_c0_g1,0,0,0,0,0,0
TRINITY_DN34679_c0_g1,0,0,0,0,0,0
TRINITY_DN3467_c0_g1,121.59,74.79,45.06,48.53,47.76,42.04
TRINITY_DN3467_c1_g1,43.67,71.7,30.7,25.21,33.57,35.67
TRINITY_DN3467_c1_g3,46.43,31.66,12.43,17.72,55,14.83
TRINITY_DN34682_c0_g1,0,0,0,229.27,0,0
TRINITY_DN34682_c0_g2,0,0,0,40.62,0,0
TRINITY_DN34682_c0_g3,0,0,0,123.39,0,0
TRINITY_DN34682_c0_g4,0,0,0,11.62,0,0
TRINITY_DN34684_c0_g1,169.35,258.23,61.99,13.94,174.39,126.55
TRINITY_DN34686_c0_g1,22.36,15.18,32.62,8.47,14.48,13.36
TRINITY_DN34686_c0_g2,19.88,5.99,112.81,0,0,119.63
TRINITY_DN34689_c0_g1,0,0,0,0,0,0
TRINITY_DN3468_c0_g1,99.14,66.61,34.63,12.6,82.96,29.05
TRINITY_DN34697_c0_g1,4.19,0,0,228.78,0,0
TRINITY_DN34699_c0_g1,0,0,0,0,0,0
TRINITY_DN3469_c0_g1,279.24,241.36,94.28,159.87,191.32,194.7
TRINITY_DN3469_c0_g2,0,4.69,9.34,0,0,0
TRINITY_DN346_c0_g1,440.03,134.71,115.89,134.94,183.21,127.29
TRINITY_DN34702_c0_g1,7.14,2.7,0,5.74,3.85,8.7
TRINITY_DN34702_c0_g2,0,0,0,0,0,4.72
TRINITY_DN3470_c0_g1,1108.97,1217.38,1099.52,703.56,782.1,857.61
TRINITY_DN34710_c0_g1,5.42,0,0,0,0,0
TRINITY_DN34711_c0_g1,36.34,53.03,26.95,9.24,18.8,46.94
TRINITY_DN34711_c1_g1,18.55,54.72,16.6,12.6,11.97,11.71
TRINITY_DN34713_c0_g1,2.95,14.68,2.67,7.49,7.24,4.23
TRINITY_DN34720_c0_g1,0,0,0,0.49,0,0
TRINITY_DN34721_c0_g1,86.1,62.51,67.83,45.52,66.79,73.91
TRINITY_DN34725_c0_g1,0,0,0,0,0,0
TRINITY_DN34726_c0_g1,0,0,0,0,0,0
TRINITY_DN3472_c0_g1,0.86,0,0,0,0,0
TRINITY_DN34732_c0_g1,0,0,0,0,0,0
TRINITY_DN3473_c0_g1,1.52,0.7,3.17,3.5,4.44,0.74
TRINITY_DN34746_c0_g1,2.19,0,0,2.17,3.15,5.21
TRINITY_DN3474_c0_g1,0,0,0,0,0,0
TRINITY_DN3474_c1_g1,85.82,61.51,25.7,55.88,29.89,23.66
TRINITY_DN34755_c0_g1,0,0,0,0,0,0
TRINITY_DN34759_c0_g1,0,0,0,0,0,0
TRINITY_DN3475_c0_g1,11.8,2.3,7.84,9.45,1.69,5.7
TRINITY_DN3475_c1_g1,1.43,0,0,1.47,0,0
TRINITY_DN34767_c0_g1,6.47,11.18,7.93,7.35,8.82,9.01
TRINITY_DN34769_c0_g1,31.21,6.89,20.27,13.66,8.12,0
TRINITY_DN3476_c0_g1,1456.91,1042.53,951.5,289.42,297.52,542.85
TRINITY_DN34772_c0_g1,0,0,0,0,0,0
TRINITY_DN34774_c0_g1,113.6,95.56,127.32,147.41,129.9,126.86
TRINITY_DN34775_c0_g1,0,0.6,0,117.58,0.64,0
TRINITY_DN3477_c0_g1,0.38,0,1,0.21,0.23,0.61
TRINITY_DN34781_c0_g1,0,0,0,0,0,0
TRINITY_DN34782_c0_g1,0,0,14.02,7.98,0,0
TRINITY_DN3478_c0_g1,71.74,59.82,27.12,62.81,102.35,86.29
TRINITY_DN34796_c0_g1,19.03,3.89,3.17,15.13,13.54,22.43
TRINITY_DN34799_c0_g1,0,21.87,5.42,0,0,0
TRINITY_DN34799_c0_g2,117.69,158.98,118.14,63.58,57.86,75.62
TRINITY_DN3479_c0_g1,13.03,11.78,16.19,64.78,9.46,28.44
TRINITY_DN347_c0_g1,7.9,33.45,0,4610.8,25.75,32.73
TRINITY_DN34806_c0_g1,0,0,0,6.23,0,0
TRINITY_DN34806_c0_g4,0,4.09,0,0,0,0
TRINITY_DN34807_c0_g1,0,0,0,25.98,0,0
TRINITY_DN34808_c0_g1,366.01,2536.81,960.43,878.7,518.85,289.14
TRINITY_DN34814_c0_g1,0,0,0,0,0,0
TRINITY_DN34818_c0_g1,0,0,0,185.15,0,0
TRINITY_DN34820_c0_g1,0,0,0,0,0,0
TRINITY_DN3482_c0_g1,351.07,313.06,350.76,221.36,219.58,244.22
TRINITY_DN34837_c0_g1,15.03,11.58,19.77,10.01,12.38,8.09
TRINITY_DN34838_c0_g1,28.54,19.47,0,14.43,0,155.29
TRINITY_DN3483_c0_g1,0,0,0,1200.2,0,0
TRINITY_DN3483_c0_g2,0,0,0,273.11,0,0
TRINITY_DN3483_c0_g3,0,0,0,597.33,8,0
TRINITY_DN34846_c0_g1,65.74,41.54,93.2,18.35,23.88,29.35
TRINITY_DN3484_c0_g1,0,6.99,2.75,1.33,1.11,2.21
TRINITY_DN3484_c10_g1,8.85,16.08,7.84,44.68,68.77,41.8
TRINITY_DN3484_c1_g1,0.48,0,0,0,1.05,0
TRINITY_DN3484_c4_g1,0,0,0,0,0,0
TRINITY_DN34850_c2_g2,0,0,0,0,0,0
TRINITY_DN34852_c2_g1,0,0,5.67,0,0,5.94
TRINITY_DN3485_c0_g1,2.57,2.5,3.42,2.17,1.75,2.02
TRINITY_DN3485_c1_g1,256.6,150.49,391.4,142.09,112.04,45.6
TRINITY_DN3485_c2_g1,0,0,0,0,0,0
TRINITY_DN3485_c3_g2,210.07,434.19,421.6,100.7,272.71,502.1
TRINITY_DN3485_c6_g1,157.46,103.75,238.79,178.71,199.09,97.63
TRINITY_DN34860_c0_g1,0,0,0,0,0,0
TRINITY_DN34862_c0_g1,1618.74,769.51,501.62,1083.88,618.45,904.43
TRINITY_DN34865_c0_g1,0,0,0,0,0,0
TRINITY_DN34867_c0_g1,0,0,0,0,0,0
TRINITY_DN34869_c1_g1,0,0,0,0,0,0
TRINITY_DN3486_c0_g1,10.56,0.6,0,1.33,3.27,1.29
TRINITY_DN34875_c0_g1,35.39,6.39,0,14.29,27.56,6.68
TRINITY_DN34879_c0_g1,3.43,0,4.67,0,3.33,1.65
TRINITY_DN3487_c0_g2,147.76,69.3,102.04,113.37,108.42,175.39
TRINITY_DN34884_c0_g2,19.79,3.59,19.61,22.55,8.17,11.52
TRINITY_DN3488_c0_g1,578.56,417.61,414.51,310.92,282.22,336.02
TRINITY_DN3488_c0_g2,0,0,0,2.73,0,0
TRINITY_DN34894_c0_g1,118.74,185.74,277.01,75.98,170.13,136.36
TRINITY_DN34902_c0_g1,0.57,0,0,0,0,1.65
TRINITY_DN34905_c0_g1,42.62,89.67,19.86,4.62,49.16,47
TRINITY_DN34908_c0_g1,2.57,9.29,0,5.95,3.97,13.05
TRINITY_DN3490_c0_g1,719.56,376.37,73.67,133.47,375.23,134.09
TRINITY_DN34914_c0_g1,22.36,346.61,32.54,381.09,832.25,15.38
TRINITY_DN3491_c3_g1,8.47,15.38,37.63,17.09,8.23,0
TRINITY_DN34920_c0_g1,0,0,0,0,0,0
TRINITY_DN34921_c0_g1,1.05,0,0,1.12,0,1.04
TRINITY_DN34927_c0_g1,0,0,0,0,0,0
TRINITY_DN34928_c0_g1,0,0,0,229.69,6.6,0
TRINITY_DN3492_c0_g1,1192.41,1328.72,634.95,580.46,484.52,601.01
TRINITY_DN3492_c1_g1,0,4.39,0,0,0,2.82
TRINITY_DN34934_c0_g1,24.17,46.13,17.44,5.39,7.18,50.68
TRINITY_DN34936_c0_g1,509.1,365.88,243.05,344.81,264.36,303.05
TRINITY_DN34939_c0_g2,22.36,46.33,20.53,2.1,9.98,29.35
TRINITY_DN3493_c0_g1,91.53,22.47,29.7,21.71,61.89,43.51
TRINITY_DN3493_c0_g3,1113.26,364.48,687.76,360.36,417.32,556.58
TRINITY_DN3493_c2_g1,132.34,280.4,194.07,113.72,56.57,21.45
TRINITY_DN3493_c3_g1,1839.57,1632.69,996.89,1321.83,1134.2,998.74
TRINITY_DN3493_c5_g1,4.28,0,15.52,0,0,0
TRINITY_DN34940_c0_g1,415.87,227.28,114.47,120.17,91.6,82.86
TRINITY_DN34941_c0_g1,0,0,0,14.99,0,0
TRINITY_DN34945_c0_g1,9.04,3.3,0,1.82,1.75,5.21
TRINITY_DN34946_c0_g1,11.51,50.23,19.61,21.36,17.63,31.44
TRINITY_DN34946_c1_g1,3.14,2.9,5.67,3.15,0,0
TRINITY_DN34946_c1_g2,0,0,0,0,0,0
TRINITY_DN34948_c0_g1,9.04,1.6,0,136.2,3.56,0
TRINITY_DN3494_c0_g1,4.95,0.6,3.84,0.7,3.44,0.74
TRINITY_DN34958_c0_g1,0,14.28,0,0,16.17,0
TRINITY_DN3495_c0_g2,674.84,405.13,237.96,370.09,388.6,286.75
TRINITY_DN3495_c1_g1,16.94,211.7,15.44,15.83,11.09,2.7
TRINITY_DN3495_c2_g1,0,0,0,0,0,0
TRINITY_DN34965_c1_g1,0,0,0,0,0,36.34
TRINITY_DN3496_c0_g1,29.49,10.09,9.51,13.03,23,7.35
TRINITY_DN3496_c0_g2,16.27,9.89,6.26,2.73,18.68,13.05
TRINITY_DN34971_c0_g2,8.66,7.89,7.68,26.33,0,8.21
TRINITY_DN34978_c0_g2,0,8.19,0,0,0,0
TRINITY_DN34980_c0_g1,0,0.4,0.42,0,0,0
TRINITY_DN34981_c0_g1,0,0,0,0,0,0
TRINITY_DN34983_c0_g1,0,0,0,0,0,0
TRINITY_DN34988_c0_g1,0,0,0,0,0,0
TRINITY_DN34989_c0_g1,0.57,0,0,0,0,0
TRINITY_DN34989_c0_g2,0,0,0,0,0,0
TRINITY_DN34989_c0_g3,0,0,0,0,0,0
TRINITY_DN34989_c0_g4,0,0,0,0,0,0
TRINITY_DN3498_c0_g1,4.28,29.56,87.69,13.8,13.6,0
TRINITY_DN34990_c0_g1,1.43,1.3,0,320.79,0.7,0.67
TRINITY_DN34991_c0_g1,646.58,385.65,413.26,173.67,608.29,383.58
TRINITY_DN34993_c0_g1,0,0,0,0,0,0
TRINITY_DN34995_c0_g1,0,0,0,0,0.82,0
TRINITY_DN3499_c0_g1,22.07,19.37,24.11,14.36,75.66,83.16
TRINITY_DN3499_c3_g1,0,0,0,0,0,0
TRINITY_DN34_c0_g1,2.47,5.79,0.67,1.4,0.88,1.53
TRINITY_DN35000_c0_g1,0,0,0,0,0,0
TRINITY_DN35003_c0_g1,0,0,0,126.4,0,0
TRINITY_DN35007_c0_g1,34.54,3.5,6.93,31.16,37.54,40.32
TRINITY_DN3500_c0_g1,3.81,4.69,8.18,4.41,2.69,6.19
TRINITY_DN35012_c0_g1,0.86,3.3,0.83,1.89,3.62,6.19
TRINITY_DN35012_c0_g2,0,0,0,0,0,0
TRINITY_DN35014_c0_g1,0,0,0,0,0,0
TRINITY_DN35017_c0_g1,0,0,0,10.29,3.33,0
TRINITY_DN35021_c0_g1,7.52,3.4,0,0,0,1.78
TRINITY_DN35021_c1_g1,9.8,17.97,4,8.12,6.07,24.15
TRINITY_DN35025_c0_g1,0,11.68,0,0,0,0
TRINITY_DN35026_c0_g1,6.28,28.46,8.09,0,8.17,31.99
TRINITY_DN35028_c0_g1,0,0,0,0,0,0
TRINITY_DN3502_c1_g1,55.56,54.12,30.12,28.43,35.67,32.3
TRINITY_DN35033_c0_g1,0,19.87,34.54,0,76.07,0
TRINITY_DN35034_c0_g1,20.27,0,3.92,6.86,42.5,29.11
TRINITY_DN35034_c0_g2,0,0,5.59,0,0,0
TRINITY_DN35038_c0_g1,0,0,0,45.1,0,0
TRINITY_DN3503_c0_g1,20.27,3.4,10.35,6.86,14.71,4.66
TRINITY_DN3503_c1_g1,0,0,0,0,0,0
TRINITY_DN35040_c0_g1,5.52,12.38,15.44,10.92,11.21,18.45
TRINITY_DN35042_c0_g1,0,0,0,0,0,0
TRINITY_DN35045_c0_g1,0,0.6,0,5.25,3.15,5.58
TRINITY_DN35046_c0_g1,0,0,0,19.82,0,0
